sent,tags,parse,Noun,Index,Relevant Dependencies,Sentence Fragment,Noun Tag,Negation,Verb Reference,Verb Tag,Relation to Verb,Verb Subject,Verb Subject Lemma,Verb Object,Verb Object Lemma,Verb Negation,Prepositional Phrases,Prepositions,Prepositional Subjects,Prepositional Objects,Determiners,Determiner Type,Conjunction Phrases,Conjunctions,Conjoined,Compounds,Adjectival Modifiers,Possesed owned by noun,Possesive owner of noun,Numeric Modifiers,Case Modifiers,Adverbial Modifiers,Appositionals,Appositional Modifiers,Modified Appositives,Modality,Conditional,Denumerator,Type of Denumerator,Plurality of Noun,Bareness of Noun,Plurality of Verb,Allan Tests Passed,Countability,Verdicality
"<p> For an architect to lose out to the Arab -- or any other traditional builder of the vernacular housing of a traditional culture -- in the way of producing good housing is not so devastating : after all , we are up against all that traditional wisdom , developed over the ages .","<p>/NN For/IN an/DT architect/NN to/TO lose/VB out/RP to/TO the/DT Arab/NNP --/: or/CC any/DT other/JJ traditional/JJ builder/NN of/IN the/DT vernacular/NN housing/NN of/IN a/DT traditional/JJ culture/NN --/: in/IN the/DT way/NN of/IN producing/VBG good/JJ housing/NN is/VBZ not/RB so/RB devastating/JJ :/: after/IN all/DT ,/, we/PRP are/VBP up/RB against/IN all/PDT that/DT traditional/JJ wisdom/NN ,/, developed/VBN over/IN the/DT ages/NNS ./.","nsubj(devastating-36, <p>-1) case(architect-4, For-2) det(architect-4, an-3) nmod:for(<p>-1, architect-4) mark(lose-6, to-5) acl(architect-4, lose-6) compound:prt(lose-6, out-7) case(Arab-10, to-8) det(Arab-10, the-9) nmod:to(lose-6, Arab-10) cc(builder-16, or-12) det(builder-16, any-13) amod(builder-16, other-14) amod(builder-16, traditional-15) dep(Arab-10, builder-16) case(housing-20, of-17) det(housing-20, the-18) compound(housing-20, vernacular-19) nmod:of(builder-16, housing-20) case(culture-24, of-21) det(culture-24, a-22) amod(culture-24, traditional-23) nmod:of(housing-20, culture-24) case(way-28, in-26) det(way-28, the-27) nmod:in(Arab-10, way-28) mark(producing-30, of-29) acl(way-28, producing-30) amod(housing-32, good-31) dobj(producing-30, housing-32) cop(devastating-36, is-33) neg(devastating-36, not-34) advmod(devastating-36, so-35) root(ROOT-0, devastating-36) case(all-39, after-38) nmod:after(are-42, all-39) nsubj(are-42, we-41) parataxis(devastating-36, are-42) advmod(are-42, up-43) case(wisdom-48, against-44) det:predet(wisdom-48, all-45) det(wisdom-48, that-46) amod(wisdom-48, traditional-47) nmod:against(up-43, wisdom-48) acl(wisdom-48, developed-50) case(ages-53, over-51) det(ages-53, the-52) nmod:over(developed-50, ages-53)  ",wisdom,48,"case(wisdom-48, against-44) det:predet(wisdom-48, all-45) det(wisdom-48, that-46) amod(wisdom-48, traditional-47) acl(wisdom-48, developed-50) nmod:against(up-43, wisdom-48) ","up against all that traditional wisdom , developed over the ages",NN,[],,,,,,,,,"[('against', 'up')]",['against'],['up'],[],"['all', 'that']",demonstrative,[],[],[],[],['traditional'],[],[],[],['against'],[],[],[],[],[],[],,,singular,linked,,[],unknown,unknown
"The first two were strongly opposed within the Department of Health , Education , and Welfare , for they went against conventional wisdom as well as the recently-initiated federal policy of funding school physical facilities .","The/DT first/JJ two/CD were/VBD strongly/RB opposed/VBN within/IN the/DT Department/NNP of/IN Health/NNP ,/, Education/NNP ,/, and/CC Welfare/NNP ,/, for/IN they/PRP went/VBD against/IN conventional/JJ wisdom/NN as/RB well/RB as/IN the/DT recently-initiated/JJ federal/JJ policy/NN of/IN funding/NN school/NN physical/JJ facilities/NNS ./.","det(two-3, The-1) amod(two-3, first-2) nsubjpass(opposed-6, two-3) auxpass(opposed-6, were-4) advmod(opposed-6, strongly-5) root(ROOT-0, opposed-6) case(Department-9, within-7) det(Department-9, the-8) nmod:within(opposed-6, Department-9) case(Health-11, of-10) nmod:of(Department-9, Health-11) nmod:of(Department-9, Education-13) conj:and(Health-11, Education-13) cc(Health-11, and-15) nmod:of(Department-9, Welfare-16) conj:and(Health-11, Welfare-16) mark(went-20, for-18) nsubj(went-20, they-19) advcl(opposed-6, went-20) case(wisdom-23, against-21) amod(wisdom-23, conventional-22) nmod:against(went-20, wisdom-23) cc(wisdom-23, as-24) mwe(as-24, well-25) mwe(as-24, as-26) det(policy-30, the-27) amod(policy-30, recently-initiated-28) amod(policy-30, federal-29) nmod:against(went-20, policy-30) conj:and(wisdom-23, policy-30) case(facilities-35, of-31) compound(facilities-35, funding-32) compound(facilities-35, school-33) amod(facilities-35, physical-34) nmod:of(policy-30, facilities-35)  ",wisdom,23,"case(wisdom-23, against-21) amod(wisdom-23, conventional-22) cc(wisdom-23, as-24) conj:and(wisdom-23, policy-30) nmod:against(went-20, wisdom-23) ",for they went against conventional wisdom as well as the recently-initiated,NN,[],,,,,,,,,"[('against', 'went')]",['against'],['went'],[],[],,"[('and', 'policy')]",['and'],['policy'],[],['conventional'],[],[],[],['against'],[],[],[],[],[],[],,,singular,bare singular,,[],unknown,unknown
"<p> 
"For example , faculty and students who are very far from being racists , but who question the wisdom or justice of affirmative action policies , are regularly subjected to public charges of "" racism "" by their colleagues .","For/IN example/NN ,/, faculty/NN and/CC students/NNS who/WP are/VBP very/RB far/RB from/IN being/VBG racists/NNS ,/, but/CC who/WP question/VBP the/DT wisdom/NN or/CC justice/NN of/IN affirmative/JJ action/NN policies/NNS ,/, are/VBP regularly/RB subjected/VBN to/TO public/JJ charges/NNS of/IN ''/'' racism/NN ''/'' by/IN their/PRP$ colleagues/NNS ./.","case(example-2, For-1) nmod:for(subjected-29, example-2) nsubj(racists-13, faculty-4) nsubjpass(subjected-29, faculty-4) cc(faculty-4, and-5) conj:and(faculty-4, students-6) nsubj(racists-13, students-6) nsubjpass(subjected-29, students-6) ref(faculty-4, who-7) cop(racists-13, are-8) advmod(far-10, very-9) advmod(racists-13, far-10) mark(racists-13, from-11) cop(racists-13, being-12) acl:relcl(faculty-4, racists-13) cc(racists-13, but-15) nsubj(question-17, who-16) acl:relcl(faculty-4, question-17) conj:but(racists-13, question-17) det(wisdom-19, the-18) dobj(question-17, wisdom-19) cc(wisdom-19, or-20) dobj(question-17, justice-21) conj:or(wisdom-19, justice-21) case(policies-25, of-22) amod(policies-25, affirmative-23) compound(policies-25, action-24) nmod:of(wisdom-19, policies-25) auxpass(subjected-29, are-27) advmod(subjected-29, regularly-28) root(ROOT-0, subjected-29) case(charges-32, to-30) amod(charges-32, public-31) nmod:to(subjected-29, charges-32) case(racism-35, of-33) nmod:of(charges-32, racism-35) case(colleagues-39, by-37) nmod:poss(colleagues-39, their-38) nmod:by(subjected-29, colleagues-39)  ",wisdom,19,"det(wisdom-19, the-18) cc(wisdom-19, or-20) conj:or(wisdom-19, justice-21) nmod:of(wisdom-19, policies-25) dobj(question-17, wisdom-19) ",", but who question the wisdom or justice of affirmative action",NN,[],question,VBP,object,,,question,question,[],"[('of', 'policies')]",['of'],[],['policies'],['the'],definite article,"[('or', 'justice')]",['or'],['justice'],[],[],[],[],[],[],[],[],[],[],[],[],,,singular,linked,plural,['EX-PL'],countable,unknown
"It was backed by substantial funds ( the Henry Luce Foundation chipped in , too ) , and based on large , carefully conducted surveys that represent the collected wisdom of this nation 's top higher education administrators .","It/PRP was/VBD backed/VBN by/IN substantial/JJ funds/NNS -LRB-/-LRB- the/DT Henry/NNP Luce/NNP Foundation/NNP chipped/VBN in/IN ,/, too/RB -RRB-/-RRB- ,/, and/CC based/VBN on/IN large/JJ ,/, carefully/RB conducted/VBN surveys/NNS that/WDT represent/VBP the/DT collected/JJ wisdom/NN of/IN this/DT nation/NN 's/POS top/NN higher/JJR education/NN administrators/NNS ./.","nsubjpass(backed-3, It-1) nsubjpass(based-19, It-1) nsubjpass(conducted-24, It-1) auxpass(backed-3, was-2) root(ROOT-0, backed-3) case(funds-6, by-4) amod(funds-6, substantial-5) nmod:by(backed-3, funds-6) det(Foundation-11, the-8) compound(Foundation-11, Henry-9) compound(Foundation-11, Luce-10) dep(funds-6, Foundation-11) acl(Foundation-11, chipped-12) nmod(chipped-12, in-13) advmod(chipped-12, too-15) cc(backed-3, and-18) conj:and(backed-3, based-19) case(large-21, on-20) advcl:on(based-19, large-21) advmod(conducted-24, carefully-23) conj:and(backed-3, conducted-24) dobj(conducted-24, surveys-25) nsubj(represent-27, surveys-25) ref(surveys-25, that-26) acl:relcl(surveys-25, represent-27) det(wisdom-30, the-28) amod(wisdom-30, collected-29) dobj(represent-27, wisdom-30) case(top-35, of-31) det(nation-33, this-32) nmod:poss(top-35, nation-33) case(nation-33, 's-34) nmod:of(wisdom-30, top-35) amod(administrators-38, higher-36) compound(administrators-38, education-37) dobj(backed-3, administrators-38)  ",wisdom,30,"det(wisdom-30, the-28) amod(wisdom-30, collected-29) nmod:of(wisdom-30, top-35) dobj(represent-27, wisdom-30) ",surveys that represent the collected wisdom of this nation 's top,NN,[],represent,VBP,object,,,represent,represent,[],"[('of', 'top')]",['of'],[],['top'],['the'],definite article,[],[],[],[],['collected'],[],[],[],[],[],[],[],[],[],[],,,singular,linked,plural,['EX-PL'],countable,unknown
"Yet the radical politicization of liberal education perforce denies the existence of universal truths , universal insights , or transtemporal wisdom : "" Once you have subtracted from the accidents of class , race , gender and political circumstance , "" Mr. Stanley Fish of Duke University writes , "" what is it that you have left ? ""","Yet/CC the/DT radical/JJ politicization/NN of/IN liberal/JJ education/NN perforce/NN denies/VBZ the/DT existence/NN of/IN universal/JJ truths/NNS ,/, universal/JJ insights/NNS ,/, or/CC transtemporal/JJ wisdom/NN :/: ''/'' Once/RB you/PRP have/VBP subtracted/VBN from/IN the/DT accidents/NNS of/IN class/NN ,/, race/NN ,/, gender/NN and/CC political/JJ circumstance/NN ,/, ''/'' Mr./NNP Stanley/NNP Fish/NNP of/IN Duke/NNP University/NNP writes/VBZ ,/, ''/'' what/WP is/VBZ it/PRP that/IN you/PRP have/VBP left/VBN ?/. ''/''","cc(denies-9, Yet-1) det(politicization-4, the-2) amod(politicization-4, radical-3) nsubj(denies-9, politicization-4) case(perforce-8, of-5) amod(perforce-8, liberal-6) compound(perforce-8, education-7) nmod:of(politicization-4, perforce-8) root(ROOT-0, denies-9) det(existence-11, the-10) dobj(denies-9, existence-11) case(truths-14, of-12) amod(truths-14, universal-13) nmod:of(existence-11, truths-14) amod(insights-17, universal-16) nmod:of(existence-11, insights-17) conj:or(truths-14, insights-17) cc(truths-14, or-19) amod(wisdom-21, transtemporal-20) nmod:of(existence-11, wisdom-21) conj:or(truths-14, wisdom-21) advmod(subtracted-27, Once-24) nsubj(subtracted-27, you-25) aux(subtracted-27, have-26) parataxis(denies-9, subtracted-27) case(accidents-30, from-28) det(accidents-30, the-29) nmod:from(subtracted-27, accidents-30) case(circumstance-39, of-31) compound(gender-36, class-32) conj:and(gender-36, race-34) compound(circumstance-39, race-34) compound(circumstance-39, gender-36) cc(gender-36, and-37) conj:and(gender-36, political-38) compound(circumstance-39, political-38) nmod:of(accidents-30, circumstance-39) nsubj(it-53, circumstance-39) compound(Fish-44, Mr.-42) compound(Fish-44, Stanley-43) dep(circumstance-39, Fish-44) case(University-47, of-45) compound(University-47, Duke-46) nmod:of(Fish-44, University-47) dep(University-47, writes-48) ref(circumstance-39, what-51) cop(it-53, is-52) acl:relcl(circumstance-39, it-53) mark(left-57, that-54) nsubj(left-57, you-55) aux(left-57, have-56) ccomp(it-53, left-57)  ",wisdom,21,"amod(wisdom-21, transtemporal-20) nmod:of(existence-11, wisdom-21) conj:or(truths-14, wisdom-21) ","universal insights , or transtemporal wisdom : "" Once you have",NN,[],,,,,,,,,"[('of', 'existence')]",['of'],['existence'],[],[],,"[('or', 'truths')]",['or'],['truths'],[],['transtemporal'],[],[],[],[],[],[],[],[],[],[],,,singular,bare singular,,[],unknown,unknown
"He will perhaps enjoy a profound educational experience , based on the accumulated wisdom of a discipline and of a scholar who has devoted his life to mastering that discipline .","He/PRP will/MD perhaps/RB enjoy/VB a/DT profound/JJ educational/JJ experience/NN ,/, based/VBN on/IN the/DT accumulated/VBN wisdom/NN of/IN a/DT discipline/NN and/CC of/IN a/DT scholar/NN who/WP has/VBZ devoted/VBN his/PRP$ life/NN to/TO mastering/VBG that/DT discipline/NN ./.","nsubj(enjoy-4, He-1) aux(enjoy-4, will-2) advmod(enjoy-4, perhaps-3) root(ROOT-0, enjoy-4) det(experience-8, a-5) amod(experience-8, profound-6) amod(experience-8, educational-7) dobj(enjoy-4, experience-8) acl(experience-8, based-10) acl(experience-8, based-10') conj:and(based-10, based-10') case(wisdom-14, on-11) det(wisdom-14, the-12) amod(wisdom-14, accumulated-13) nmod:on(based-10, wisdom-14) case(discipline-17, of-15) det(discipline-17, a-16) nmod:of(wisdom-14, discipline-17) cc(based-10, and-18) case(scholar-21, of-19) det(scholar-21, a-20) nmod:of(based-10', scholar-21) nsubj(devoted-24, scholar-21) ref(scholar-21, who-22) aux(devoted-24, has-23) acl:relcl(scholar-21, devoted-24) nmod:poss(life-26, his-25) dobj(devoted-24, life-26) mark(mastering-28, to-27) advcl(devoted-24, mastering-28) det(discipline-30, that-29) dobj(mastering-28, discipline-30)  ",wisdom,14,"case(wisdom-14, on-11) det(wisdom-14, the-12) amod(wisdom-14, accumulated-13) nmod:of(wisdom-14, discipline-17) nmod:on(based-10, wisdom-14) ",", based on the accumulated wisdom of a discipline and of",NN,[],,,,,,,,,"[('of', 'discipline'), ('on', 'based')]","['of', 'on']",['based'],['discipline'],['the'],definite article,[],[],[],[],['accumulated'],[],[],[],['on'],[],[],[],[],[],[],,,singular,linked,,[],unknown,unknown
"But delayed reaction is the better part of wisdom when people rush to Judgment , or , even worse , when trained functionaries react according to convention without understanding the role they are playing .","But/CC delayed/JJ reaction/NN is/VBZ the/DT better/JJR part/NN of/IN wisdom/NN when/WRB people/NNS rush/VBP to/TO Judgment/VB ,/, or/CC ,/, even/RB worse/RBR ,/, when/WRB trained/VBN functionaries/NNS react/VBP according/VBG to/TO convention/NN without/IN understanding/VBG the/DT role/NN they/PRP are/VBP playing/VBG ./.","cc(part-7, But-1) amod(reaction-3, delayed-2) nsubj(part-7, reaction-3) cop(part-7, is-4) det(part-7, the-5) amod(part-7, better-6) root(ROOT-0, part-7) case(wisdom-9, of-8) nmod:of(part-7, wisdom-9) advmod(rush-12, when-10) nsubj(rush-12, people-11) nsubj(Judgment-14, people-11) acl:relcl(part-7, rush-12) mark(Judgment-14, to-13) xcomp(rush-12, Judgment-14) cc(Judgment-14, or-16) advmod(worse-19, even-18) xcomp(rush-12, worse-19) conj:or(Judgment-14, worse-19) advmod(react-24, when-21) amod(functionaries-23, trained-22) nsubj(react-24, functionaries-23) advcl(worse-19, react-24) case(convention-27, according-25) mwe(according-25, to-26) nmod:according_to(react-24, convention-27) mark(understanding-29, without-28) advcl(react-24, understanding-29) det(role-31, the-30) dobj(understanding-29, role-31) nsubj(playing-34, they-32) aux(playing-34, are-33) acl:relcl(role-31, playing-34)  ",wisdom,9,"case(wisdom-9, of-8) nmod:of(part-7, wisdom-9) ",is the better part of wisdom when people rush to Judgment,NN,[],,,,,,,,,"[('of', 'part')]",['of'],['part'],[],[],,[],[],[],[],[],[],[],[],['of'],[],[],[],[],[],[],,,singular,bare singular,,[],unknown,unknown
"Place yourself in the middle of the stream of power and wisdom which animates all whom it Hoats , "" Emerson preached in the essay he called "" Spiritual Laws , "" and you are without effort impelled to truth , to right , and a perfect contentment . '","Place/VB yourself/PRP in/IN the/DT middle/NN of/IN the/DT stream/NN of/IN power/NN and/CC wisdom/NN which/WDT animates/VBZ all/DT whom/WP it/PRP Hoats/VBZ ,/, ''/'' Emerson/NNP preached/VBD in/IN the/DT essay/NN he/PRP called/VBD ''/'' Spiritual/NNP Laws/NNP ,/, ''/'' and/CC you/PRP are/VBP without/IN effort/NN impelled/VBN to/TO truth/NN ,/, to/TO right/NN ,/, and/CC a/DT perfect/JJ contentment/NN ./. '/''","ccomp(preached-22, Place-1) dobj(Place-1, yourself-2) case(middle-5, in-3) det(middle-5, the-4) nmod:in(Place-1, middle-5) nsubj(animates-14, middle-5) case(stream-8, of-6) det(stream-8, the-7) nmod:of(middle-5, stream-8) case(power-10, of-9) nmod:of(stream-8, power-10) cc(power-10, and-11) nmod:of(stream-8, wisdom-12) conj:and(power-10, wisdom-12) ref(middle-5, which-13) acl:relcl(middle-5, animates-14) dobj(animates-14, all-15) dobj(Hoats-18, all-15) ref(all-15, whom-16) nsubj(Hoats-18, it-17) acl:relcl(all-15, Hoats-18) nsubj(preached-22, Emerson-21) root(ROOT-0, preached-22) case(essay-25, in-23) det(essay-25, the-24) nmod:in(called-27, essay-25) nsubj(called-27, he-26) dep(preached-22, called-27) compound(Laws-30, Spiritual-29) dobj(called-27, Laws-30) cc(called-27, and-33) nsubj(effort-37, you-34) cop(effort-37, are-35) case(effort-37, without-36) dep(preached-22, effort-37) conj:and(called-27, effort-37) acl(effort-37, impelled-38) case(truth-40, to-39) nmod:to(impelled-38, truth-40) case(right-43, to-42) nmod:to(effort-37, right-43) cc(right-43, and-45) det(contentment-48, a-46) amod(contentment-48, perfect-47) nmod:to(effort-37, contentment-48) conj:and(right-43, contentment-48)  ",wisdom,12,"nmod:of(stream-8, wisdom-12) conj:and(power-10, wisdom-12) ",the stream of power and wisdom which animates all whom it,NN,[],,,,,,,,,"[('of', 'stream')]",['of'],['stream'],[],[],,"[('and', 'power')]",['and'],['power'],[],[],[],[],[],[],[],[],[],[],[],[],,,singular,bare singular,,[],unknown,unknown
"Thus the proliferation in Wordsworth of figures of chastening wisdom : Armytage in "" The Ruined Cottage , "" the old leech-gatherer in "" Resolution and Independence , "" the Cumberland Beggar , the discharged soldier in The Prelude , figures who seem so stoically self-reliant as to be nearly invulnerable .","Thus/RB the/DT proliferation/NN in/IN Wordsworth/NNP of/IN figures/NNS of/IN chastening/VBG wisdom/NN :/: Armytage/VBP in/IN ''/'' The/DT Ruined/NNP Cottage/NNP ,/, ''/'' the/DT old/JJ leech-gatherer/NN in/IN ''/'' Resolution/NNP and/CC Independence/NNP ,/, ''/'' the/DT Cumberland/NNP Beggar/NNP ,/, the/DT discharged/JJ soldier/NN in/IN The/DT Prelude/NN ,/, figures/VBZ who/WP seem/VBP so/RB stoically/RB self-reliant/JJ as/IN to/TO be/VB nearly/RB invulnerable/JJ ./.","advmod(Armytage-12, Thus-1) det(proliferation-3, the-2) nsubj(Armytage-12, proliferation-3) case(Wordsworth-5, in-4) nmod:in(proliferation-3, Wordsworth-5) case(figures-7, of-6) nmod:of(proliferation-3, figures-7) case(wisdom-10, of-8) amod(wisdom-10, chastening-9) nmod:of(proliferation-3, wisdom-10) ccomp(figures-41, Armytage-12) case(Cottage-17, in-13) det(Cottage-17, The-15) compound(Cottage-17, Ruined-16) nmod:in(Armytage-12, Cottage-17) det(leech-gatherer-22, the-20) amod(leech-gatherer-22, old-21) nsubj(figures-41, leech-gatherer-22) case(Resolution-25, in-23) nmod:in(leech-gatherer-22, Resolution-25) cc(Resolution-25, and-26) nmod:in(leech-gatherer-22, Independence-27) conj:and(Resolution-25, Independence-27) det(Beggar-32, the-30) compound(Beggar-32, Cumberland-31) nsubj(figures-41, Beggar-32) det(soldier-36, the-34) amod(soldier-36, discharged-35) appos(Beggar-32, soldier-36) case(Prelude-39, in-37) det(Prelude-39, The-38) nmod:in(soldier-36, Prelude-39) root(ROOT-0, figures-41) nsubj(seem-43, who-42) ccomp(figures-41, seem-43) advmod(self-reliant-46, so-44) advmod(self-reliant-46, stoically-45) xcomp(seem-43, self-reliant-46) mark(invulnerable-51, as-47) mark(invulnerable-51, to-48) cop(invulnerable-51, be-49) advmod(invulnerable-51, nearly-50) dep(self-reliant-46, invulnerable-51)  ",wisdom,10,"case(wisdom-10, of-8) amod(wisdom-10, chastening-9) nmod:of(proliferation-3, wisdom-10) ","Wordsworth of figures of chastening wisdom : Armytage in "" The",NN,[],,,,,,,,,"[('of', 'proliferation')]",['of'],['proliferation'],[],[],,[],[],[],[],['chastening'],[],[],[],['of'],[],[],[],[],[],[],,,singular,bare singular,,[],unknown,unknown
"One thinks of the small but compelling literary subgenre devoted to tales about the wish to control a dead writer 's reputation , among them "" The Aspern Papers "" and "" Pale Fire . ""","One/PRP thinks/VBZ of/IN the/DT small/JJ but/CC compelling/JJ literary/JJ subgenre/NN devoted/VBN to/TO tales/NNS about/IN the/DT wish/NN to/TO control/VB a/DT dead/JJ writer/NN 's/POS reputation/NN ,/, among/IN them/PRP ''/'' The/DT Aspern/NNP Papers/NNP ''/'' and/CC ''/'' Pale/NNP Fire/CD ./. ''/''","nsubj(thinks-2, One-1) root(ROOT-0, thinks-2) case(subgenre-9, of-3) det(subgenre-9, the-4) amod(subgenre-9, small-5) cc(small-5, but-6) conj:but(small-5, compelling-7) amod(subgenre-9, compelling-7) amod(subgenre-9, literary-8) nmod:of(thinks-2, subgenre-9) dep(subgenre-9, devoted-10) case(tales-12, to-11) nmod:to(devoted-10, tales-12) case(wish-15, about-13) det(wish-15, the-14) nmod:about(tales-12, wish-15) mark(control-17, to-16) xcomp(devoted-10, control-17) det(writer-20, a-18) amod(writer-20, dead-19) nmod:poss(reputation-22, writer-20) case(writer-20, 's-21) dobj(control-17, reputation-22) case(them-25, among-24) nmod:among(reputation-22, them-25) det(Papers-29, The-27) compound(Papers-29, Aspern-28) dobj(control-17, Papers-29) cc(devoted-10, and-31) dep(subgenre-9, Pale-33) conj:and(devoted-10, Pale-33) nummod(Pale-33, Fire-34)  ",wish,15,"case(wish-15, about-13) det(wish-15, the-14) nmod:about(tales-12, wish-15) ",devoted to tales about the wish to control a dead writer,NN,[],,,,,,,,,"[('about', 'tales')]",['about'],['tales'],[],['the'],definite article,[],[],[],[],[],[],[],[],['about'],[],[],[],[],[],[],,,singular,linked,,[],unknown,unknown
