sent,tags,parse,Noun,Index,Relevant Dependencies,Sentence Fragment,Noun Tag,Negation,Verb Reference,Verb Tag,Relation to Verb,Verb Subject,Verb Subject Lemma,Verb Object,Verb Object Lemma,Verb Negation,Prepositional Phrases,Prepositions,Prepositional Subjects,Prepositional Objects,Determiners,Conjunction Phrases,Conjunctions,Conjoined,Compounds,Adjectival Modifiers,Possesed owned by noun,Possesive owner of noun,Numeric Modifiers,Case Modifiers,Adverbial Modifiers,Appositionals,Appositional Modifiers,Modified Appositives,Modality,Conditional,Denumerator,Type of Denumerator,Plurality of Noun,Plurality of Verb,Allan Tests Passed,Countability,Verdicality
"In 1955 forty-six robberies occurred annually per 100,000 in the population ; today the rate is more than 270 -- a sixfold increase .","In/IN 1955/CD forty-six/JJ robberies/NNS occurred/VBD annually/RB per/IN 100,000/CD in/IN the/DT population/NN ;/: today/NN the/DT rate/NN is/VBZ more/JJR than/IN 270/CD --/: a/DT sixfold/JJ increase/NN ./."," case(1955-2, In-1) nmod:in(occurred-5, 1955-2) amod(robberies-4, forty-six-3) nsubj(occurred-5, robberies-4) root(ROOT-0, occurred-5) advmod(occurred-5, annually-6) case(100,000-8, per-7) nmod:per(occurred-5, 100,000-8) case(population-11, in-9) det(population-11, the-10) nmod:in(occurred-5, population-11) nmod:tmod(270-19, today-13) det(rate-15, the-14) nsubj(270-19, rate-15) cop(270-19, is-16) advmod(270-19, more-17) mwe(more-17, than-18) parataxis(occurred-5, 270-19) det(increase-23, a-21) advmod(increase-23, sixfold-22) dep(270-19, increase-23)  ",robberies,4,"amod(robberies-4, forty-six-3) nsubj(occurred-5, robberies-4) ","In 1955 forty-six robberies occurred annually per 100,000 in",NNS,[],occurred,VBD,subject,occurred,occur,,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,,plural,ambiguous,[],unknown,unknown
"We know that , next to money , they 're worried about crime -- so why come to a city where homicides are 56 percent higher than the national average , and rapes and robberies 17 percent higher ?","We/PRP know/VBP that/IN ,/, next/JJ to/TO money/NN ,/, they/PRP 're/VBP worried/VBN about/IN crime/NN --/: so/RB why/WRB come/VBN to/TO a/DT city/NN where/WRB homicides/NNS are/VBP 56/CD percent/NN higher/JJR than/IN the/DT national/JJ average/NN ,/, and/CC rapes/NNS and/CC robberies/NNS 17/CD percent/NN higher/JJR ?/."," nsubj(know-2, We-1) root(ROOT-0, know-2) mark(worried-11, that-3) case(money-7, next-5) mwe(next-5, to-6) nmod:next_to(worried-11, money-7) nsubjpass(worried-11, they-9) nsubj(higher-38, they-9) auxpass(worried-11, 're-10) ccomp(know-2, worried-11) case(crime-13, about-12) nmod:about(worried-11, crime-13) advmod(come-17, so-15) advmod(come-17, why-16) parataxis(worried-11, come-17) case(city-20, to-18) det(city-20, a-19) nmod:to(come-17, city-20) advmod(higher-26, where-21) nsubj(higher-26, homicides-22) cop(higher-26, are-23) nummod(percent-25, 56-24) nmod:npmod(higher-26, percent-25) acl:relcl(city-20, higher-26) case(average-30, than-27) det(average-30, the-28) amod(average-30, national-29) nmod:than(higher-26, average-30) cc(worried-11, and-32) dep(higher-38, rapes-33) cc(rapes-33, and-34) conj:and(rapes-33, robberies-35) dep(higher-38, robberies-35) nummod(percent-37, 17-36) nmod:npmod(higher-38, percent-37) ccomp(know-2, higher-38) conj:and(worried-11, higher-38)  ",robberies,35,"conj:and(rapes-33, robberies-35) dep(higher-38, robberies-35) ","average , and rapes and robberies 17 percent higher ?",NNS,[],,,,,,,,,[],[],[],[],[],"[('and', 'rapes')]",['and'],['rapes'],[],[],[],[],[],[],[],[],[],[],[],[],,,plural,,[],unknown,unknown
"<p> Overall , homicides , rapes , aggravated assaults and robberies are going down nationwide .","<p>/VB Overall/JJ ,/, homicides/NNS ,/, rapes/NNS ,/, aggravated/JJ assaults/NNS and/CC robberies/NNS are/VBP going/VBG down/RB nationwide/JJ ./."," csubj(going-13, <p>-1) amod(assaults-9, Overall-2) dobj(<p>-1, homicides-4) conj:and(assaults-9, homicides-4) dobj(<p>-1, rapes-6) conj:and(assaults-9, rapes-6) amod(assaults-9, aggravated-8) dobj(<p>-1, assaults-9) cc(assaults-9, and-10) dobj(<p>-1, robberies-11) conj:and(assaults-9, robberies-11) aux(going-13, are-12) root(ROOT-0, going-13) advmod(nationwide-15, down-14) advmod(going-13, nationwide-15)  ",robberies,11,"dobj(<p>-1, robberies-11) conj:and(assaults-9, robberies-11) ","rapes , aggravated assaults and robberies are going down nationwide .",NNS,[],,,,,,,,,[],[],[],[],[],"[('and', 'assaults')]",['and'],['assaults'],[],[],[],[],[],[],[],[],[],[],[],[],,,plural,,[],unknown,unknown
"At 30 , and with a record of 9-1 , he is a late bloomer on account of all the time he wasted in prison , where he spent the better part of eight years for the robberies he committed to feed his dependency on crack and booze .","At/IN 30/CD ,/, and/CC with/IN a/DT record/NN of/IN 9-1/CD ,/, he/PRP is/VBZ a/DT late/JJ bloomer/NN on/IN account/NN of/IN all/PDT the/DT time/NN he/PRP wasted/VBN in/IN prison/NN ,/, where/WRB he/PRP spent/VBD the/DT better/JJR part/NN of/IN eight/CD years/NNS for/IN the/DT robberies/NNS he/PRP committed/VBD to/TO feed/VB his/PRP$ dependency/NN on/IN crack/NN and/CC booze/NN ./."," case(30-2, At-1) nmod:at(committed-40, 30-2) cc(bloomer-15, and-4) case(record-7, with-5) det(record-7, a-6) nmod:with(bloomer-15, record-7) case(9-1-9, of-8) nmod:of(record-7, 9-1-9) nsubj(bloomer-15, he-11) cop(bloomer-15, is-12) det(bloomer-15, a-13) amod(bloomer-15, late-14) parataxis(committed-40, bloomer-15) case(time-21, on-16) mwe(on-16, account-17) mwe(on-16, of-18) det:predet(time-21, all-19) det(time-21, the-20) nmod:on_account_of(bloomer-15, time-21) nsubj(wasted-23, he-22) acl:relcl(time-21, wasted-23) case(prison-25, in-24) nmod:in(wasted-23, prison-25) advmod(spent-29, where-27) nsubj(spent-29, he-28) advcl(committed-40, spent-29) det(part-32, the-30) amod(part-32, better-31) dobj(spent-29, part-32) case(years-35, of-33) nummod(years-35, eight-34) nmod:of(part-32, years-35) case(robberies-38, for-36) det(robberies-38, the-37) nmod:for(spent-29, robberies-38) nsubj(committed-40, he-39) nsubj(feed-42, he-39) root(ROOT-0, committed-40) mark(feed-42, to-41) xcomp(committed-40, feed-42) nmod:poss(dependency-44, his-43) dobj(feed-42, dependency-44) case(crack-46, on-45) nmod:on(feed-42, crack-46) cc(crack-46, and-47) nmod:on(feed-42, booze-48) conj:and(crack-46, booze-48)  ",robberies,38,"case(robberies-38, for-36) det(robberies-38, the-37) nmod:for(spent-29, robberies-38) ",of eight years for the robberies he committed to feed his,NNS,[],,,,,,,,,"[('for', 'spent')]",['for'],['spent'],[],['the'],[],[],[],[],[],[],[],[],['for'],[],[],[],[],[],[],,,plural,,[],unknown,unknown
"The U.S. Department of Justice reports that criminals commit six times as many homicides , four times as many assaults and almost one and a half times as many robberies under the influence of drugs as they commit in order to get money to buy drugs .","The/DT U.S./NNP Department/NNP of/IN Justice/NNP reports/VBZ that/IN criminals/NNS commit/VBP six/CD times/NNS as/IN many/JJ homicides/NNS ,/, four/CD times/NNS as/IN many/JJ assaults/NNS and/CC almost/RB one/CD and/CC a/DT half/JJ times/NNS as/IN many/JJ robberies/NNS under/IN the/DT influence/NN of/IN drugs/NNS as/IN they/PRP commit/VBP in/IN order/NN to/TO get/VB money/NN to/TO buy/VB drugs/NNS ./."," det(Department-3, The-1) compound(Department-3, U.S.-2) nsubj(reports-6, Department-3) case(Justice-5, of-4) nmod:of(Department-3, Justice-5) root(ROOT-0, reports-6) mark(commit-9, that-7) nsubj(commit-9, criminals-8) ccomp(reports-6, commit-9) compound(times-11, six-10) nummod(homicides-14, times-11) advmod(times-11, as-12) advmod(times-11, many-13) dobj(commit-9, homicides-14) compound(times-17, four-16) nummod(assaults-20, times-17) advmod(times-17, as-18) advmod(times-17, many-19) dobj(commit-9, assaults-20) conj:and(homicides-14, assaults-20) cc(homicides-14, and-21) advmod(one-23, almost-22) dobj(commit-9, one-23) conj:and(homicides-14, one-23) cc(homicides-14, and-24) det(times-27, a-25) amod(times-27, half-26) dobj(commit-9, times-27) conj:and(homicides-14, times-27) case(robberies-30, as-28) amod(robberies-30, many-29) nmod:as(times-27, robberies-30) case(influence-33, under-31) det(influence-33, the-32) nmod:under(commit-9, influence-33) case(drugs-35, of-34) nmod:of(influence-33, drugs-35) mark(commit-38, as-36) nsubj(commit-38, they-37) advcl(commit-9, commit-38) mark(get-42, in-39) mwe(in-39, order-40) mark(get-42, to-41) advcl(commit-38, get-42) dobj(get-42, money-43) mark(buy-45, to-44) advcl(get-42, buy-45) dobj(buy-45, drugs-46)  ",robberies,30,"case(robberies-30, as-28) amod(robberies-30, many-29) nmod:as(times-27, robberies-30) ",a half times as many robberies under the influence of drugs,NNS,[],,,,,,,,,"[('as', 'times')]",['as'],['times'],[],[],[],[],[],[],['many'],[],[],[],['as'],[],[],[],[],[],[],many,fuzzy,plural,,['F+Ns'],countable,unknown
"Several times they were said to be wearing slinky clothes , although no more robberies were reported .","Several/JJ times/NNS they/PRP were/VBD said/VBN to/TO be/VB wearing/VBG slinky/JJ clothes/NNS ,/, although/IN no/DT more/JJR robberies/NNS were/VBD reported/VBN ./."," amod(times-2, Several-1) nmod:tmod(said-5, times-2) nsubjpass(said-5, they-3) nsubj(wearing-8, they-3) auxpass(said-5, were-4) root(ROOT-0, said-5) mark(wearing-8, to-6) aux(wearing-8, be-7) xcomp(said-5, wearing-8) amod(clothes-10, slinky-9) dobj(wearing-8, clothes-10) mark(reported-17, although-12) neg(robberies-15, no-13) amod(robberies-15, more-14) nsubjpass(reported-17, robberies-15) auxpass(reported-17, were-16) advcl(said-5, reported-17)  ",robberies,15,"neg(robberies-15, no-13) amod(robberies-15, more-14) nsubjpass(reported-17, robberies-15) ","clothes , although no more robberies were reported .",NNS,['no'],reported,VBN,subject,reported,report,,,[],[],[],[],[],[],[],[],[],[],['more'],[],[],[],[],[],[],[],[],[],[],,,plural,ambiguous,[],unknown,verdical
"And we 're seeing an increase in robberies . """,And/CC we/PRP 're/VBP seeing/VBG an/DT increase/NN in/IN robberies/NNS ./. ''/''," cc(seeing-4, And-1) nsubj(seeing-4, we-2) aux(seeing-4, 're-3) root(ROOT-0, seeing-4) det(increase-6, an-5) dobj(seeing-4, increase-6) case(robberies-8, in-7) nmod:in(increase-6, robberies-8)  ",robberies,8,"case(robberies-8, in-7) nmod:in(increase-6, robberies-8) ","'re seeing an increase in robberies . """,NNS,[],,,,,,,,,"[('in', 'increase')]",['in'],['increase'],[],[],[],[],[],[],[],[],[],[],['in'],[],[],[],[],[],[],,,plural,,[],unknown,unknown
"Presented in manacles and shackles , she not only admitted being affiliated with the MRTA , a serious crime , but naively defended the group as nonviolent despite its record of bombings , bank robberies and kidnappings dating back to 1984 . ""","Presented/VBN in/IN manacles/NNS and/CC shackles/NNS ,/, she/PRP not/RB only/JJ admitted/VBD being/VBG affiliated/VBN with/IN the/DT MRTA/NNP ,/, a/DT serious/JJ crime/NN ,/, but/CC naively/RB defended/VBD the/DT group/NN as/RB nonviolent/JJ despite/IN its/PRP$ record/NN of/IN bombings/NNS ,/, bank/NN robberies/NNS and/CC kidnappings/NNS dating/VBG back/RP to/TO 1984/CD ./. ''/''"," advcl(admitted-10, Presented-1) case(manacles-3, in-2) nmod:in(Presented-1, manacles-3) cc(manacles-3, and-4) nmod:in(Presented-1, shackles-5) conj:and(manacles-3, shackles-5) nsubj(admitted-10, she-7) nsubj(defended-23, she-7) neg(only-9, not-8) cc:preconj(admitted-10, only-9) root(ROOT-0, admitted-10) auxpass(affiliated-12, being-11) xcomp(admitted-10, affiliated-12) case(MRTA-15, with-13) det(MRTA-15, the-14) nmod:with(affiliated-12, MRTA-15) det(crime-19, a-17) amod(crime-19, serious-18) appos(MRTA-15, crime-19) cc(admitted-10, but-21) advmod(defended-23, naively-22) conj:but(admitted-10, defended-23) det(group-25, the-24) nsubj(dating-38, group-25) advmod(nonviolent-27, as-26) dep(dating-38, nonviolent-27) case(record-30, despite-28) nmod:poss(record-30, its-29) nmod:despite(nonviolent-27, record-30) case(bombings-32, of-31) nmod:of(record-30, bombings-32) compound(robberies-35, bank-34) nmod:of(record-30, robberies-35) conj:and(bombings-32, robberies-35) cc(bombings-32, and-36) nmod:of(record-30, kidnappings-37) conj:and(bombings-32, kidnappings-37) xcomp(defended-23, dating-38) compound:prt(dating-38, back-39) case(1984-41, to-40) nmod:to(dating-38, 1984-41)  ",robberies,35,"compound(robberies-35, bank-34) nmod:of(record-30, robberies-35) conj:and(bombings-32, robberies-35) ","record of bombings , bank robberies and kidnappings dating back to",NNS,[],,,,,,,,,"[('of', 'record')]",['of'],['record'],[],[],"[('and', 'bombings')]",['and'],['bombings'],['bank'],[],[],[],[],[],[],[],[],[],[],[],,,plural,,[],unknown,unknown
"Wilburn also claims that McVeigh knew an associate of Strassmeir 's , Michael Brescia , who last week was indicted for a series of bank robberies .","Wilburn/NNP also/RB claims/VBZ that/IN McVeigh/NNP knew/VBD an/DT associate/NN of/IN Strassmeir/NNP 's/POS ,/, Michael/NNP Brescia/NNP ,/, who/WP last/JJ week/NN was/VBD indicted/VBN for/IN a/DT series/NN of/IN bank/NN robberies/NNS ./."," nsubj(claims-3, Wilburn-1) advmod(claims-3, also-2) root(ROOT-0, claims-3) mark(knew-6, that-4) nsubj(knew-6, McVeigh-5) ccomp(claims-3, knew-6) det(associate-8, an-7) dobj(knew-6, associate-8) nsubjpass(indicted-20, associate-8) case(Strassmeir-10, of-9) nmod:'s(associate-8, Strassmeir-10) case(Strassmeir-10, 's-11) compound(Brescia-14, Michael-13) appos(Strassmeir-10, Brescia-14) ref(associate-8, who-16) amod(week-18, last-17) dep(indicted-20, week-18) auxpass(indicted-20, was-19) acl:relcl(associate-8, indicted-20) case(series-23, for-21) det(series-23, a-22) nmod:for(indicted-20, series-23) case(robberies-26, of-24) compound(robberies-26, bank-25) nmod:of(series-23, robberies-26)  ",robberies,26,"case(robberies-26, of-24) compound(robberies-26, bank-25) nmod:of(series-23, robberies-26) ",for a series of bank robberies .,NNS,[],,,,,,,,,"[('of', 'series')]",['of'],['series'],[],[],[],[],[],['bank'],[],[],[],[],['of'],[],[],[],[],[],[],,,plural,,[],unknown,unknown
"After one of the biggest manhunts in the Northwest , three members of the Priesthood were arrested in October and charged in a string of bombings and robberies that occurred last year : on April 1 masked men robbed the Spokesman-Review , a Spokane , Washington , daily , and minutes later robbed and bombed a nearby bank ; on July 12 a local Planned Parenthood clinic was bombed and the same bank robbed again .","After/IN one/CD of/IN the/DT biggest/JJS manhunts/NNS in/IN the/DT Northwest/NNP ,/, three/CD members/NNS of/IN the/DT Priesthood/NNP were/VBD arrested/VBN in/IN October/NNP and/CC charged/VBN in/IN a/DT string/NN of/IN bombings/NNS and/CC robberies/NNS that/WDT occurred/VBD last/JJ year/NN :/: on/IN April/NNP 1/CD masked/VBN men/NNS robbed/VBN the/DT Spokesman-Review/NN ,/, a/DT Spokane/NNP ,/, Washington/NNP ,/, daily/NN ,/, and/CC minutes/NNS later/RB robbed/VBN and/CC bombed/VBN a/DT nearby/JJ bank/NN ;/: on/IN July/NNP 12/CD a/DT local/JJ Planned/NNP Parenthood/NNP clinic/NN was/VBD bombed/VBN and/CC the/DT same/JJ bank/NN robbed/VBN again/RB ./."," case(one-2, After-1) nmod:after(arrested-17, one-2) case(manhunts-6, of-3) det(manhunts-6, the-4) amod(manhunts-6, biggest-5) nmod:of(one-2, manhunts-6) case(Northwest-9, in-7) det(Northwest-9, the-8) nmod:in(manhunts-6, Northwest-9) nummod(members-12, three-11) nsubjpass(arrested-17, members-12) nsubjpass(charged-21, members-12) case(Priesthood-15, of-13) det(Priesthood-15, the-14) nmod:of(members-12, Priesthood-15) auxpass(arrested-17, were-16) root(ROOT-0, arrested-17) case(October-19, in-18) nmod:in(arrested-17, October-19) cc(arrested-17, and-20) conj:and(arrested-17, charged-21) case(string-24, in-22) det(string-24, a-23) nmod:in(charged-21, string-24) case(bombings-26, of-25) nmod:of(string-24, bombings-26) nsubj(occurred-30, bombings-26) cc(bombings-26, and-27) nmod:of(string-24, robberies-28) conj:and(bombings-26, robberies-28) nsubj(occurred-30, robberies-28) ref(bombings-26, that-29) acl:relcl(bombings-26, occurred-30) amod(year-32, last-31) nmod:tmod(occurred-30, year-32) case(April-35, on-34) nmod:on(bombings-26, April-35) nummod(April-35, 1-36) acl(April-35, masked-37) dobj(masked-37, men-38) acl(men-38, robbed-39) det(Spokesman-Review-41, the-40) dobj(robbed-39, Spokesman-Review-41) det(daily-48, a-43) dep(daily-48, Spokane-44) dep(Spokane-44, Washington-46) dobj(robbed-39, daily-48) conj:and(Spokesman-Review-41, daily-48) cc(Spokesman-Review-41, and-50) dobj(robbed-39, minutes-51) conj:and(Spokesman-Review-41, minutes-51) advmod(robbed-39, later-52) dep(robbed-39, robbed-53) cc(robbed-39, and-54) acl(men-38, bombed-55) conj:and(robbed-39, bombed-55) det(bank-58, a-56) amod(bank-58, nearby-57) dobj(robbed-39, bank-58) case(July-61, on-60) nmod:on(bombings-26, July-61) nummod(July-61, 12-62) det(clinic-67, a-63) amod(clinic-67, local-64) compound(clinic-67, Planned-65) compound(clinic-67, Parenthood-66) nsubjpass(bombed-69, clinic-67) auxpass(bombed-69, was-68) acl:relcl(July-61, bombed-69) cc(July-61, and-70) det(bank-73, the-71) amod(bank-73, same-72) nmod:on(bombings-26, bank-73) conj:and(July-61, bank-73) acl(bank-73, robbed-74) advmod(robbed-74, again-75)  ",robberies,28,"nmod:of(string-24, robberies-28) conj:and(bombings-26, robberies-28) nsubj(occurred-30, robberies-28) ",a string of bombings and robberies that occurred last year :,NNS,[],occurred,VBD,subject,occurred,occur,,,[],"[('of', 'string')]",['of'],['string'],[],[],"[('and', 'bombings')]",['and'],['bombings'],[],[],[],[],[],[],[],[],[],[],[],[],,,plural,ambiguous,[],unknown,unknown
"He noted that while Bethlehem was under Israeli occupation , his house had been robbed and his car stolen twice ; but "" there have been no robberies since the Palestinian Authority has taken over .","He/PRP noted/VBD that/IN while/IN Bethlehem/NNP was/VBD under/IN Israeli/JJ occupation/NN ,/, his/PRP$ house/NN had/VBD been/VBN robbed/VBN and/CC his/PRP$ car/NN stolen/VBN twice/RB ;/: but/CC ''/'' there/RB have/VBP been/VBN no/DT robberies/NNS since/IN the/DT Palestinian/JJ Authority/NNP has/VBZ taken/VBN over/RP ./."," nsubj(noted-2, He-1) root(ROOT-0, noted-2) mark(robbed-15, that-3) mark(occupation-9, while-4) nsubj(occupation-9, Bethlehem-5) cop(occupation-9, was-6) case(occupation-9, under-7) amod(occupation-9, Israeli-8) advcl:under(robbed-15, occupation-9) nmod:poss(house-12, his-11) nsubjpass(robbed-15, house-12) aux(robbed-15, had-13) auxpass(robbed-15, been-14) ccomp(noted-2, robbed-15) cc(robbed-15, and-16) nmod:poss(car-18, his-17) nsubj(robberies-28, car-18) acl(car-18, stolen-19) advmod(stolen-19, twice-20) advmod(stolen-19, but-22) advmod(robberies-28, there-24) aux(robberies-28, have-25) cop(robberies-28, been-26) neg(robberies-28, no-27) ccomp(noted-2, robberies-28) conj:and(robbed-15, robberies-28) mark(taken-34, since-29) det(Authority-32, the-30) amod(Authority-32, Palestinian-31) nsubj(taken-34, Authority-32) aux(taken-34, has-33) advcl(robberies-28, taken-34) compound:prt(taken-34, over-35)  ",robberies,28,"nsubj(robberies-28, car-18) advmod(robberies-28, there-24) aux(robberies-28, have-25) cop(robberies-28, been-26) neg(robberies-28, no-27) advcl(robberies-28, taken-34) ccomp(noted-2, robberies-28) conj:and(robbed-15, robberies-28) ",""" there have been no robberies since the Palestinian Authority has",NNS,['no'],been,VBN,object,,,been,be,[],[],[],[],[],[],"[('and', 'robbed')]",['and'],['robbed'],[],[],[],[],[],[],['there'],[],[],[],[],[],,,plural,ambiguous,[],unknown,verdical
