sent,tags,parse,Noun,Index,Relevant Dependencies,Sentence Fragment,Noun Tag,Negation,Verb Reference,Verb Tag,Relation to Verb,Verb Subject,Verb Subject Lemma,Verb Object,Verb Object Lemma,Verb Negation,Prepositional Phrases,Prepositions,Prepositional Subjects,Prepositional Objects,Determiners,Determiner Type,Conjunction Phrases,Conjunctions,Conjoined,Compounds,Adjectival Modifiers,Adjective Types,Possesed owned by noun,Possesive owner of noun,Numeric Modifiers,Case Modifiers,Adverbial Modifiers,Appositionals,Appositional Modifiers,Modified Appositives,Modality,Conditional,Denumerator,Type of Denumerator,Plurality of Noun,Bareness of Noun,Plurality of Verb,Allan Tests Passed,Countability,Verdicality
We have to make use of our cattle.,We/PRP have/VBP to/TO make/VB use/NN of/IN our/PRP$ cattle/NNS ./.," nsubj(have-2, We-1) nsubj(make-4, We-1) root(ROOT-0, have-2) mark(make-4, to-3) xcomp(have-2, make-4) dobj(make-4, use-5) case(cattle-8, of-6) nmod:poss(cattle-8, our-7) nmod:of(use-5, cattle-8)  ",cattle,8,"case(cattle-8, of-6) nmod:poss(cattle-8, our-7) nmod:of(use-5, cattle-8) ",to make use of our cattle.,NNS,[],,,,,,,,,"[('of', 'use')]",['of'],['use'],[],[],,[],[],[],[],[],[],[],['our'],[],['of'],[],[],[],[],[],[],,,ambiguous,linked,,[],unknown,unknown
""" ( n47 ) Chief Makuei Bilkuei foresaw a time when the Dinka would no longer marry with cattle : "" You see , cattle are now in a predicament .","''/'' -LRB-/-LRB- n47/NNP -RRB-/-RRB- Chief/NNP Makuei/NNP Bilkuei/NNP foresaw/VBD a/DT time/NN when/WRB the/DT Dinka/NNP would/MD no/RB longer/RB marry/VB with/IN cattle/NNS :/: ''/'' You/PRP see/VBP ,/, cattle/NNS are/VBP now/RB in/IN a/DT predicament/NN ./."," nsubj(foresaw-8, n47-3) compound(Bilkuei-7, Chief-5) compound(Bilkuei-7, Makuei-6) dep(n47-3, Bilkuei-7) root(ROOT-0, foresaw-8) det(time-10, a-9) nmod:tmod(foresaw-8, time-10) advmod(marry-17, when-11) det(Dinka-13, the-12) nsubj(marry-17, Dinka-13) aux(marry-17, would-14) neg(longer-16, no-15) advmod(marry-17, longer-16) advcl(foresaw-8, marry-17) case(cattle-19, with-18) nmod:with(marry-17, cattle-19) nsubj(see-23, You-22) dep(foresaw-8, see-23) nsubj(predicament-30, cattle-25) cop(predicament-30, are-26) advmod(predicament-30, now-27) case(predicament-30, in-28) det(predicament-30, a-29) parataxis(foresaw-8, predicament-30)  ",cattle,19,"case(cattle-19, with-18) nmod:with(marry-17, cattle-19) ","would no longer marry with cattle : "" You see ,",NNS,[],,,,,,,,,"[('with', 'marry')]",['with'],['marry'],[],[],,[],[],[],[],[],[],[],[],[],['with'],[],[],[],[],[],[],,,ambiguous,linked,,[],unknown,unknown
""" ( n47 ) Chief Makuei Bilkuei foresaw a time when the Dinka would no longer marry with cattle : "" You see , cattle are now in a predicament .","''/'' -LRB-/-LRB- n47/NNP -RRB-/-RRB- Chief/NNP Makuei/NNP Bilkuei/NNP foresaw/VBD a/DT time/NN when/WRB the/DT Dinka/NNP would/MD no/RB longer/RB marry/VB with/IN cattle/NNS :/: ''/'' You/PRP see/VBP ,/, cattle/NNS are/VBP now/RB in/IN a/DT predicament/NN ./."," nsubj(foresaw-8, n47-3) compound(Bilkuei-7, Chief-5) compound(Bilkuei-7, Makuei-6) dep(n47-3, Bilkuei-7) root(ROOT-0, foresaw-8) det(time-10, a-9) nmod:tmod(foresaw-8, time-10) advmod(marry-17, when-11) det(Dinka-13, the-12) nsubj(marry-17, Dinka-13) aux(marry-17, would-14) neg(longer-16, no-15) advmod(marry-17, longer-16) advcl(foresaw-8, marry-17) case(cattle-19, with-18) nmod:with(marry-17, cattle-19) nsubj(see-23, You-22) dep(foresaw-8, see-23) nsubj(predicament-30, cattle-25) cop(predicament-30, are-26) advmod(predicament-30, now-27) case(predicament-30, in-28) det(predicament-30, a-29) parataxis(foresaw-8, predicament-30)  ",cattle,25,"nsubj(predicament-30, cattle-25) ",": "" You see , cattle are now in a predicament",NNS,[],are,VBP,subject,are,be,,,[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,,ambiguous,linked,plural,['EX-PL'],countable,unknown
( n48 ) <p> Among the development activities that generated controversy in Dinka areas was the use of cattle for animal traction .,-LRB-/-LRB- n48/NNP -RRB-/-RRB- <p>/VBP Among/IN the/DT development/NN activities/NNS that/WDT generated/VBD controversy/NN in/IN Dinka/NNP areas/NNS was/VBD the/DT use/NN of/IN cattle/NNS for/IN animal/NN traction/NN ./.," nsubj(<p>-4, n48-2) root(ROOT-0, <p>-4) case(development-7, Among-5) det(development-7, the-6) nmod:among(use-17, development-7) nsubj(generated-10, activities-8) nsubj(use-17, activities-8) ref(activities-8, that-9) acl:relcl(activities-8, generated-10) dobj(generated-10, controversy-11) case(areas-14, in-12) compound(areas-14, Dinka-13) nmod:in(generated-10, areas-14) cop(use-17, was-15) det(use-17, the-16) ccomp(<p>-4, use-17) case(cattle-19, of-18) nmod:of(use-17, cattle-19) case(traction-22, for-20) compound(traction-22, animal-21) nmod:for(cattle-19, traction-22)  ",cattle,19,"case(cattle-19, of-18) nmod:for(cattle-19, traction-22) nmod:of(use-17, cattle-19) ",areas was the use of cattle for animal traction .,NNS,[],,,,,,,,,"[('for', 'traction'), ('of', 'use')]","['for', 'of']",['use'],['traction'],[],,[],[],[],[],[],[],[],[],[],['of'],[],[],[],[],[],[],,,ambiguous,linked,,[],unknown,unknown
"In the Rumbek and Toni areas , people were eventually persuaded through pilot projects to accept the use of cattle for plowing the fields .","In/IN the/DT Rumbek/NNP and/CC Toni/NNP areas/NNS ,/, people/NNS were/VBD eventually/RB persuaded/VBN through/IN pilot/NN projects/NNS to/TO accept/VB the/DT use/NN of/IN cattle/NNS for/IN plowing/VBG the/DT fields/NNS ./."," case(areas-6, In-1) det(areas-6, the-2) compound(areas-6, Rumbek-3) cc(Rumbek-3, and-4) conj:and(Rumbek-3, Toni-5) compound(areas-6, Toni-5) nmod:in(persuaded-11, areas-6) nsubjpass(persuaded-11, people-8) nsubj(accept-16, people-8) auxpass(persuaded-11, were-9) advmod(persuaded-11, eventually-10) root(ROOT-0, persuaded-11) case(projects-14, through-12) compound(projects-14, pilot-13) nmod:through(persuaded-11, projects-14) mark(accept-16, to-15) xcomp(persuaded-11, accept-16) det(use-18, the-17) dobj(accept-16, use-18) case(cattle-20, of-19) nmod:of(use-18, cattle-20) mark(plowing-22, for-21) advcl(accept-16, plowing-22) det(fields-24, the-23) dobj(plowing-22, fields-24)  ",cattle,20,"case(cattle-20, of-19) nmod:of(use-18, cattle-20) ",to accept the use of cattle for plowing the fields .,NNS,[],,,,,,,,,"[('of', 'use')]",['of'],['use'],[],[],,[],[],[],[],[],[],[],[],[],['of'],[],[],[],[],[],[],,,ambiguous,linked,,[],unknown,unknown
"Since the Dinka reflect a willingness to use cattle for development , their refusal to use them as draft animals indicates that they are prepared to use them for developmental purposes in ways that are compatible with the dignity of the animals as they see it .","Since/IN the/DT Dinka/NNP reflect/VBP a/DT willingness/NN to/TO use/VB cattle/NNS for/IN development/NN ,/, their/PRP$ refusal/NN to/TO use/VB them/PRP as/IN draft/NN animals/NNS indicates/VBZ that/IN they/PRP are/VBP prepared/JJ to/TO use/VB them/PRP for/IN developmental/JJ purposes/NNS in/IN ways/NNS that/WDT are/VBP compatible/JJ with/IN the/DT dignity/NN of/IN the/DT animals/NNS as/IN they/PRP see/VBP it/PRP ./."," mark(reflect-4, Since-1) det(Dinka-3, the-2) nsubj(reflect-4, Dinka-3) advcl(indicates-21, reflect-4) det(willingness-6, a-5) dobj(reflect-4, willingness-6) nsubj(use-8, willingness-6) mark(use-8, to-7) xcomp(reflect-4, use-8) dobj(use-8, cattle-9) case(development-11, for-10) nmod:for(cattle-9, development-11) nmod:poss(refusal-14, their-13) nsubj(indicates-21, refusal-14) mark(use-16, to-15) acl(refusal-14, use-16) dobj(use-16, them-17) case(animals-20, as-18) compound(animals-20, draft-19) nmod:as(use-16, animals-20) root(ROOT-0, indicates-21) mark(prepared-25, that-22) nsubj(prepared-25, they-23) nsubj(use-27, they-23) cop(prepared-25, are-24) ccomp(indicates-21, prepared-25) mark(use-27, to-26) xcomp(prepared-25, use-27) dobj(use-27, them-28) case(purposes-31, for-29) amod(purposes-31, developmental-30) nmod:for(use-27, purposes-31) case(ways-33, in-32) nmod:in(use-27, ways-33) nsubj(compatible-36, ways-33) ref(ways-33, that-34) cop(compatible-36, are-35) acl:relcl(ways-33, compatible-36) case(dignity-39, with-37) det(dignity-39, the-38) nmod:with(compatible-36, dignity-39) case(animals-42, of-40) det(animals-42, the-41) nmod:of(dignity-39, animals-42) mark(see-45, as-43) nsubj(see-45, they-44) advcl(compatible-36, see-45) dobj(see-45, it-46)  ",cattle,9,"nmod:for(cattle-9, development-11) dobj(use-8, cattle-9) ","reflect a willingness to use cattle for development , their refusal",NNS,[],use,VB,object,,,use,use,[],"[('for', 'development')]",['for'],[],['development'],[],,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,,ambiguous,linked,ambiguous,[],unknown,unknown
"Apparently , exchanging cattle for cash is regarded as more dignified than using them as beasts of burden .","Apparently/RB ,/, exchanging/VBG cattle/NNS for/IN cash/NN is/VBZ regarded/VBN as/RB more/RBR dignified/JJ than/IN using/VBG them/PRP as/IN beasts/NNS of/IN burden/NN ./."," advmod(regarded-8, Apparently-1) amod(cattle-4, exchanging-3) nsubjpass(regarded-8, cattle-4) case(cash-6, for-5) nmod:for(cattle-4, cash-6) auxpass(regarded-8, is-7) root(ROOT-0, regarded-8) advmod(dignified-11, as-9) advmod(dignified-11, more-10) dobj(regarded-8, dignified-11) mark(using-13, than-12) advcl(regarded-8, using-13) dobj(using-13, them-14) case(beasts-16, as-15) nmod:as(using-13, beasts-16) case(burden-18, of-17) nmod:of(beasts-16, burden-18)  ",cattle,4,"amod(cattle-4, exchanging-3) nmod:for(cattle-4, cash-6) nsubjpass(regarded-8, cattle-4) ","Apparently , exchanging cattle for cash is regarded as",NNS,[],regarded,VBN,subject,regarded,regard,,,[],"[('for', 'cash')]",['for'],[],['cash'],[],,[],[],[],[],['exchanging'],[],[],[],[],[],[],[],[],[],[],[],,,ambiguous,linked,ambiguous,[],unknown,unknown
"I told him , In case it ever enters your head to say , "" My father has wealth , "" let me tell you , they are not your cattle ; these are my cattle .","I/PRP told/VBD him/PRP ,/, In/IN case/NN it/PRP ever/RB enters/VBZ your/PRP$ head/NN to/TO say/VB ,/, ''/'' My/PRP$ father/NN has/VBZ wealth/NN ,/, ''/'' let/VBP me/PRP tell/VB you/PRP ,/, they/PRP are/VBP not/RB your/PRP$ cattle/NNS ;/: these/DT are/VBP my/PRP$ cattle/NNS ./."," nsubj(told-2, I-1) root(ROOT-0, told-2) nsubj(enters-9, him-3) case(case-6, In-5) nmod:in(enters-9, case-6) nsubj(enters-9, it-7) advmod(enters-9, ever-8) ccomp(told-2, enters-9) nmod:poss(head-11, your-10) dobj(enters-9, head-11) mark(say-13, to-12) acl(head-11, say-13) nmod:poss(father-17, My-16) nsubj(has-18, father-17) parataxis(say-13, has-18) dobj(has-18, wealth-19) acl:relcl(wealth-19, let-22) nsubj(tell-24, me-23) ccomp(let-22, tell-24) dobj(tell-24, you-25) nsubj(cattle-31, they-27) cop(cattle-31, are-28) neg(cattle-31, not-29) nmod:poss(cattle-31, your-30) ccomp(say-13, cattle-31) nsubj(cattle-36, these-33) cop(cattle-36, are-34) nmod:poss(cattle-36, my-35) parataxis(told-2, cattle-36)  ",cattle,31,"nsubj(cattle-31, they-27) cop(cattle-31, are-28) neg(cattle-31, not-29) nmod:poss(cattle-31, your-30) ccomp(say-13, cattle-31) ",", they are not your cattle ; these are my cattle",NNS,['not'],are,VBP,object,,,are,be,[],[],[],[],[],[],,[],[],[],[],[],[],[],['your'],[],[],[],[],[],[],[],[],,,ambiguous,linked,plural,['EX-PL'],countable,verdical
"I told him , In case it ever enters your head to say , "" My father has wealth , "" let me tell you , they are not your cattle ; these are my cattle .","I/PRP told/VBD him/PRP ,/, In/IN case/NN it/PRP ever/RB enters/VBZ your/PRP$ head/NN to/TO say/VB ,/, ''/'' My/PRP$ father/NN has/VBZ wealth/NN ,/, ''/'' let/VBP me/PRP tell/VB you/PRP ,/, they/PRP are/VBP not/RB your/PRP$ cattle/NNS ;/: these/DT are/VBP my/PRP$ cattle/NNS ./."," nsubj(told-2, I-1) root(ROOT-0, told-2) nsubj(enters-9, him-3) case(case-6, In-5) nmod:in(enters-9, case-6) nsubj(enters-9, it-7) advmod(enters-9, ever-8) ccomp(told-2, enters-9) nmod:poss(head-11, your-10) dobj(enters-9, head-11) mark(say-13, to-12) acl(head-11, say-13) nmod:poss(father-17, My-16) nsubj(has-18, father-17) parataxis(say-13, has-18) dobj(has-18, wealth-19) acl:relcl(wealth-19, let-22) nsubj(tell-24, me-23) ccomp(let-22, tell-24) dobj(tell-24, you-25) nsubj(cattle-31, they-27) cop(cattle-31, are-28) neg(cattle-31, not-29) nmod:poss(cattle-31, your-30) ccomp(say-13, cattle-31) nsubj(cattle-36, these-33) cop(cattle-36, are-34) nmod:poss(cattle-36, my-35) parataxis(told-2, cattle-36)  ",cattle,36,"nsubj(cattle-36, these-33) cop(cattle-36, are-34) nmod:poss(cattle-36, my-35) parataxis(told-2, cattle-36) ",cattle ; these are my cattle .,NNS,[],are,VBP,object,,,are,be,[],[],[],[],[],[],,[],[],[],[],[],[],[],['my'],[],[],[],[],[],[],[],[],,,ambiguous,linked,plural,['EX-PL'],countable,unknown
It is that self-confidence in both the conversion of cattle to the cash economy and the mobilization of human resources that makes the Dinka positive self-perception a significant potential asset for development .,It/PRP is/VBZ that/DT self-confidence/NN in/IN both/PDT the/DT conversion/NN of/IN cattle/NNS to/TO the/DT cash/NN economy/NN and/CC the/DT mobilization/NN of/IN human/JJ resources/NNS that/WDT makes/VBZ the/DT Dinka/NNP positive/JJ self-perception/NN a/DT significant/JJ potential/JJ asset/NN for/IN development/NN ./.," nsubj(self-confidence-4, It-1) cop(self-confidence-4, is-2) det(self-confidence-4, that-3) root(ROOT-0, self-confidence-4) case(conversion-8, in-5) cc:preconj(conversion-8, both-6) det(conversion-8, the-7) nmod:in(self-confidence-4, conversion-8) case(cattle-10, of-9) nmod:of(conversion-8, cattle-10) case(economy-14, to-11) det(economy-14, the-12) compound(economy-14, cash-13) nmod:to(cattle-10, economy-14) cc(conversion-8, and-15) det(mobilization-17, the-16) nmod:in(self-confidence-4, mobilization-17) conj:and(conversion-8, mobilization-17) nsubj(makes-22, mobilization-17) case(resources-20, of-18) amod(resources-20, human-19) nmod:of(mobilization-17, resources-20) ref(mobilization-17, that-21) acl:relcl(mobilization-17, makes-22) det(self-perception-26, the-23) compound(self-perception-26, Dinka-24) amod(self-perception-26, positive-25) nsubj(asset-30, self-perception-26) det(asset-30, a-27) amod(asset-30, significant-28) amod(asset-30, potential-29) xcomp(makes-22, asset-30) case(development-32, for-31) nmod:for(asset-30, development-32)  ",cattle,10,"case(cattle-10, of-9) nmod:to(cattle-10, economy-14) nmod:of(conversion-8, cattle-10) ",in both the conversion of cattle to the cash economy and,NNS,[],,,,,,,,,"[('to', 'economy'), ('of', 'conversion')]","['to', 'of']",['conversion'],['economy'],[],,[],[],[],[],[],[],[],[],[],['of'],[],[],[],[],[],[],,,ambiguous,linked,,[],unknown,unknown
"However , where poorer families were forced into selling their cattle to pay off debts or enhance their cash income , children 's access to a regular milk supply was also affected .","However/RB ,/, where/WRB poorer/JJR families/NNS were/VBD forced/VBN into/IN selling/VBG their/PRP$ cattle/NNS to/TO pay/VB off/RP debts/NNS or/CC enhance/VB their/PRP$ cash/NN income/NN ,/, children/NNS 's/POS access/NN to/TO a/DT regular/JJ milk/NN supply/NN was/VBD also/RB affected/VBN ./."," advmod(affected-32, However-1) advmod(forced-7, where-3) amod(families-5, poorer-4) nsubjpass(forced-7, families-5) auxpass(forced-7, were-6) advcl(affected-32, forced-7) mark(selling-9, into-8) advcl(forced-7, selling-9) nmod:poss(cattle-11, their-10) dobj(selling-9, cattle-11) mark(pay-13, to-12) advcl(selling-9, pay-13) compound:prt(pay-13, off-14) dobj(pay-13, debts-15) cc(pay-13, or-16) advcl(selling-9, enhance-17) conj:or(pay-13, enhance-17) nmod:poss(income-20, their-18) compound(income-20, cash-19) dobj(enhance-17, income-20) nmod:poss(access-24, children-22) case(children-22, 's-23) nsubjpass(affected-32, access-24) case(supply-29, to-25) det(supply-29, a-26) amod(supply-29, regular-27) compound(supply-29, milk-28) nmod:to(access-24, supply-29) auxpass(affected-32, was-30) advmod(affected-32, also-31) root(ROOT-0, affected-32)  ",cattle,11,"nmod:poss(cattle-11, their-10) dobj(selling-9, cattle-11) ",were forced into selling their cattle to pay off debts or,NNS,[],selling,VBG,object,,,selling,sell,[],[],[],[],[],[],,[],[],[],[],[],[],[],['their'],[],[],[],[],[],[],[],[],,,ambiguous,linked,ambiguous,[],unknown,unknown
"Indeed , the fieldwork revealed numerous examples of poor households , particularly in pastoral areas , making crucial decisions about the sale of cattle .","Indeed/RB ,/, the/DT fieldwork/NN revealed/VBD numerous/JJ examples/NNS of/IN poor/JJ households/NNS ,/, particularly/RB in/IN pastoral/JJ areas/NNS ,/, making/VBG crucial/JJ decisions/NNS about/IN the/DT sale/NN of/IN cattle/NNS ./."," advmod(revealed-5, Indeed-1) det(fieldwork-4, the-3) nsubj(revealed-5, fieldwork-4) root(ROOT-0, revealed-5) amod(examples-7, numerous-6) dobj(revealed-5, examples-7) case(households-10, of-8) amod(households-10, poor-9) nmod:of(examples-7, households-10) advmod(areas-15, particularly-12) case(areas-15, in-13) amod(areas-15, pastoral-14) nmod:in(revealed-5, areas-15) advcl(revealed-5, making-17) amod(decisions-19, crucial-18) dobj(making-17, decisions-19) case(sale-22, about-20) det(sale-22, the-21) nmod:about(making-17, sale-22) case(cattle-24, of-23) nmod:of(sale-22, cattle-24)  ",cattle,24,"case(cattle-24, of-23) nmod:of(sale-22, cattle-24) ",decisions about the sale of cattle .,NNS,[],,,,,,,,,"[('of', 'sale')]",['of'],['sale'],[],[],,[],[],[],[],[],[],[],[],[],['of'],[],[],[],[],[],[],,,ambiguous,linked,,[],unknown,unknown
"They also considered migration to the city an unrealistic alternative , as there they would be totally dependent on their salary , while in the village they had access to sheep , cattle and land .","They/PRP also/RB considered/VBD migration/NN to/TO the/DT city/NN an/DT unrealistic/JJ alternative/NN ,/, as/IN there/RB they/PRP would/MD be/VB totally/RB dependent/JJ on/IN their/PRP$ salary/NN ,/, while/IN in/IN the/DT village/NN they/PRP had/VBD access/NN to/TO sheep/NN ,/, cattle/NNS and/CC land/NN ./."," nsubj(considered-3, They-1) advmod(considered-3, also-2) root(ROOT-0, considered-3) dobj(considered-3, migration-4) case(city-7, to-5) det(city-7, the-6) nmod:to(considered-3, city-7) det(alternative-10, an-8) amod(alternative-10, unrealistic-9) dep(city-7, alternative-10) mark(dependent-18, as-12) advmod(dependent-18, there-13) nsubj(dependent-18, they-14) aux(dependent-18, would-15) cop(dependent-18, be-16) advmod(dependent-18, totally-17) advcl(considered-3, dependent-18) case(salary-21, on-19) nmod:poss(salary-21, their-20) nmod:on(dependent-18, salary-21) mark(had-28, while-23) case(village-26, in-24) det(village-26, the-25) nmod:in(had-28, village-26) nsubj(had-28, they-27) advcl(dependent-18, had-28) dobj(had-28, access-29) case(sheep-31, to-30) nmod:to(access-29, sheep-31) nmod:to(access-29, cattle-33) conj:and(sheep-31, cattle-33) cc(sheep-31, and-34) nmod:to(access-29, land-35) conj:and(sheep-31, land-35)  ",cattle,33,"nmod:to(access-29, cattle-33) conj:and(sheep-31, cattle-33) ","had access to sheep , cattle and land .",NNS,[],,,,,,,,,"[('to', 'access')]",['to'],['access'],[],[],,"[('and', 'sheep')]",['and'],['sheep'],[],[],[],[],[],[],[],[],[],[],[],[],[],,,ambiguous,linked,,[],unknown,unknown
"<p> The deficiencies of African economies ' production structures stem from specialization in low-growth sectors and products and from relatively high real resource costs per unit of output for most of its major products , from corn and copper to coffee and cattle.","<p>/RB The/DT deficiencies/NNS of/IN African/JJ economies/NNS '/POS production/NN structures/NNS stem/VBP from/IN specialization/NN in/IN low-growth/JJ sectors/NNS and/CC products/NNS and/CC from/IN relatively/RB high/JJ real/JJ resource/NN costs/NNS per/IN unit/NN of/IN output/NN for/IN most/JJS of/IN its/PRP$ major/JJ products/NNS ,/, from/IN corn/NN and/CC copper/NN to/TO coffee/NN and/CC cattle/NNS ./."," advmod(stem-10, <p>-1) det(deficiencies-3, The-2) nsubj(stem-10, deficiencies-3) nsubj(stem-10', deficiencies-3) case(structures-9, of-4) amod(economies-6, African-5) nmod:poss(structures-9, economies-6) case(economies-6, '-7) compound(structures-9, production-8) nmod:of(deficiencies-3, structures-9) root(ROOT-0, stem-10) conj:and(stem-10, stem-10') case(specialization-12, from-11) nmod:from(stem-10, specialization-12) case(sectors-15, in-13) amod(sectors-15, low-growth-14) nmod:in(specialization-12, sectors-15) cc(sectors-15, and-16) nmod:in(specialization-12, products-17) conj:and(sectors-15, products-17) cc(stem-10, and-18) case(costs-24, from-19) advmod(high-21, relatively-20) amod(costs-24, high-21) amod(costs-24, real-22) compound(costs-24, resource-23) nmod:from(stem-10', costs-24) case(unit-26, per-25) nmod:per(costs-24, unit-26) case(output-28, of-27) nmod:of(unit-26, output-28) case(most-30, for-29) nmod:for(stem-10, most-30) case(products-34, of-31) nmod:poss(products-34, its-32) amod(products-34, major-33) nmod:of(most-30, products-34) case(corn-37, from-36) nmod:from(stem-10, corn-37) cc(corn-37, and-38) nmod:from(stem-10, copper-39) conj:and(corn-37, copper-39) case(coffee-41, to-40) nmod:to(stem-10, coffee-41) cc(coffee-41, and-42) nmod:to(stem-10, cattle-43) conj:and(coffee-41, cattle-43)  ",cattle,43,"nmod:to(stem-10, cattle-43) conj:and(coffee-41, cattle-43) ",and copper to coffee and cattle.,NNS,[],,,,,,,,,"[('to', 'stem')]",['to'],['stem'],[],[],,"[('and', 'coffee')]",['and'],['coffee'],[],[],[],[],[],[],[],[],[],[],[],[],[],,,ambiguous,linked,,[],unknown,unknown
