sent,tags,parse,Noun,Index,Relevant Dependencies,Sentence Fragment,Noun Tag,Negation,Verb Reference,Verb Tag,Relation to Verb,Verb Subject,Verb Subject Lemma,Verb Object,Verb Object Lemma,Verb Negation,Prepositional Phrases,Prepositions,Prepositional Subjects,Prepositional Objects,Determiners,Determiner Type,Conjunction Phrases,Conjunctions,Conjoined,Compounds,Adjectival Modifiers,AdjType: Behavior,AdjType: Body,AdjType: Feeling,AdjType: Mind,AdjType: Miscellaneous,AdjType: Motion,AdjType: Perception,AdjType: Quantity,AdjType: Social,AdjType: Spatial,AdjType: Substance,AdjType: Temporal,AdjType: Weather,Possesed owned by noun,Possesive owner of noun,Numeric Modifiers,Case Modifiers,Adverbial Modifiers,Appositionals,Appositional Modifiers,Modified Appositives,Modality,Conditional,Denumerator,Type of Denumerator,Plurality of Noun,Bareness of Noun,Plurality of Verb,Allan Tests Passed,Countability,Verdicality
"I flew to Iquitos , Peru , and spent several weeks on the Ucayali River , traveling by riverboat to isolated fishing villages where the locals regaled me with stories of pink river dolphins that transformed themselves into beautiful women at night ; of electric eels that created lightning storms as they danced upon the waters ; of black crocodiles so large they could swallow whole canoes ; of anacondas that grew so long they lost the ability to move , relying on magical magnetic powers to attract food .","I/PRP flew/VBD to/TO Iquitos/NNP ,/, Peru/NNP ,/, and/CC spent/VBD several/JJ weeks/NNS on/IN the/DT Ucayali/NNP River/NNP ,/, traveling/VBG by/IN riverboat/NN to/TO isolated/VBN fishing/NN villages/NNS where/WRB the/DT locals/NNS regaled/VBD me/PRP with/IN stories/NNS of/IN pink/JJ river/NN dolphins/NNS that/WDT transformed/VBD themselves/PRP into/IN beautiful/JJ women/NNS at/IN night/NN ;/: of/IN electric/JJ eels/NNS that/WDT created/VBD lightning/NN storms/NNS as/IN they/PRP danced/VBN upon/IN the/DT waters/NNS ;/: of/IN black/JJ crocodiles/NNS so/RB large/JJ they/PRP could/MD swallow/VB whole/JJ canoes/NNS ;/: of/IN anacondas/NNS that/WDT grew/VBD so/RB long/RB they/PRP lost/VBD the/DT ability/NN to/TO move/VB ,/, relying/VBG on/IN magical/JJ magnetic/JJ powers/NNS to/TO attract/VB food/NN ./."," nsubj(flew-2, I-1) nsubj(spent-9, I-1) root(ROOT-0, flew-2) case(Peru-6, to-3) compound(Peru-6, Iquitos-4) nmod:to(flew-2, Peru-6) cc(flew-2, and-8) conj:and(flew-2, spent-9) amod(weeks-11, several-10) nmod:tmod(spent-9, weeks-11) case(River-15, on-12) det(River-15, the-13) compound(River-15, Ucayali-14) nmod:on(spent-9, River-15) advcl(spent-9, traveling-17) case(riverboat-19, by-18) nmod:by(traveling-17, riverboat-19) case(villages-23, to-20) amod(villages-23, isolated-21) compound(villages-23, fishing-22) nmod:to(traveling-17, villages-23) advmod(regaled-27, where-24) det(locals-26, the-25) nsubj(regaled-27, locals-26) advcl(spent-9, regaled-27) dobj(regaled-27, me-28) case(stories-30, with-29) nmod:with(regaled-27, stories-30) case(dolphins-34, of-31) amod(dolphins-34, pink-32) compound(dolphins-34, river-33) nmod:of(stories-30, dolphins-34) nsubj(transformed-36, dolphins-34) ref(dolphins-34, that-35) acl:relcl(dolphins-34, transformed-36) dobj(transformed-36, themselves-37) case(women-40, into-38) amod(women-40, beautiful-39) nmod:into(transformed-36, women-40) case(night-42, at-41) nmod:at(transformed-36, night-42) case(eels-46, of-44) amod(eels-46, electric-45) nmod:of(dolphins-34, eels-46) nsubj(created-48, eels-46) ref(eels-46, that-47) acl:relcl(eels-46, created-48) compound(storms-50, lightning-49) dobj(created-48, storms-50) mark(danced-53, as-51) nsubj(danced-53, they-52) advcl(created-48, danced-53) case(waters-56, upon-54) det(waters-56, the-55) nmod:upon(danced-53, waters-56) case(crocodiles-60, of-58) amod(crocodiles-60, black-59) nmod:of(dolphins-34, crocodiles-60) advmod(large-62, so-61) amod(crocodiles-60, large-62) nsubj(swallow-65, they-63) aux(swallow-65, could-64) acl:relcl(crocodiles-60, swallow-65) amod(canoes-67, whole-66) dobj(swallow-65, canoes-67) case(anacondas-70, of-69) nmod:of(dolphins-34, anacondas-70) nsubj(grew-72, anacondas-70) ref(anacondas-70, that-71) acl:relcl(anacondas-70, grew-72) advmod(lost-76, so-73) advmod(lost-76, long-74) nsubj(lost-76, they-75) ccomp(grew-72, lost-76) det(ability-78, the-77) dobj(lost-76, ability-78) mark(move-80, to-79) acl(ability-78, move-80) acl(dolphins-34, relying-82) case(powers-86, on-83) amod(powers-86, magical-84) amod(powers-86, magnetic-85) nmod:on(relying-82, powers-86) mark(attract-88, to-87) xcomp(relying-82, attract-88) dobj(attract-88, food-89)  ",lightning,49,"compound(storms-50, lightning-49) ",of electric eels that created lightning storms as they danced upon,NN,[],created,VBD,object,,,created,create,[],[],[],[],[],[],,[],[],[],['storms'],[],,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],,,singular,bare singular,ambiguous,[],unknown,unknown
"The ceiling was 2,000 to 3,000 feet , a light rain was falling from a stratus cloud deck , the sky showed signs of clearing to the west , the thermometer read 60 Fahrenheit , and distant lightning was flashing to the south and southwest .","The/DT ceiling/NN was/VBD 2,000/CD to/TO 3,000/CD feet/NNS ,/, a/DT light/JJ rain/NN was/VBD falling/VBG from/IN a/DT stratus/JJ cloud/NN deck/NN ,/, the/DT sky/NN showed/VBD signs/NNS of/IN clearing/VBG to/TO the/DT west/NN ,/, the/DT thermometer/NN read/VBP 60/CD Fahrenheit/NN ,/, and/CC distant/JJ lightning/NN was/VBD flashing/VBG to/TO the/DT south/NN and/CC southwest/JJS ./."," det(ceiling-2, The-1) nsubj(feet-7, ceiling-2) cop(feet-7, was-3) compound(3,000-6, 2,000-4) dep(3,000-6, to-5) nummod(feet-7, 3,000-6) root(ROOT-0, feet-7) det(rain-11, a-9) amod(rain-11, light-10) nsubj(falling-13, rain-11) aux(falling-13, was-12) ccomp(feet-7, falling-13) case(deck-18, from-14) det(deck-18, a-15) amod(deck-18, stratus-16) compound(deck-18, cloud-17) nmod:from(falling-13, deck-18) det(sky-21, the-20) nsubj(showed-22, sky-21) ccomp(feet-7, showed-22) dobj(showed-22, signs-23) mark(clearing-25, of-24) acl(signs-23, clearing-25) case(west-28, to-26) det(west-28, the-27) nmod:to(clearing-25, west-28) det(thermometer-31, the-30) nsubj(read-32, thermometer-31) ccomp(feet-7, read-32) nummod(Fahrenheit-34, 60-33) dobj(read-32, Fahrenheit-34) cc(feet-7, and-36) amod(lightning-38, distant-37) nsubj(flashing-40, lightning-38) cop(flashing-40, was-39) conj:and(feet-7, flashing-40) case(south-43, to-41) det(south-43, the-42) nmod:to(flashing-40, south-43) cc(south-43, and-44) nmod:to(flashing-40, southwest-45) conj:and(south-43, southwest-45)  ",lightning,38,"amod(lightning-38, distant-37) nsubj(flashing-40, lightning-38) ","60 Fahrenheit , and distant lightning was flashing to the south",NN,[],,,subject,,,,,[],[],[],[],[],[],,[],[],[],[],['distant'],[0.06958333333333333],[0.10958333333333334],[0.019166666666666665],[0.07500000000000001],[0.17125],[0.03208333333333333],[0.063125],[0.04125],[0.19895833333333332],[0.0375],[0.065],[0.0575],[0.06],[],[],[],[],[],[],[],[],[],[],,,singular,linked,,[],unknown,unknown
"However , no distinctive clouds or precipitation accompanied these changes , and there was no thunder or lightning observed .","However/RB ,/, no/DT distinctive/JJ clouds/NNS or/CC precipitation/NN accompanied/VBD these/DT changes/NNS ,/, and/CC there/EX was/VBD no/DT thunder/NN or/CC lightning/NN observed/VBN ./."," advmod(accompanied-8, However-1) neg(clouds-5, no-3) amod(clouds-5, distinctive-4) nsubj(accompanied-8, clouds-5) cc(clouds-5, or-6) conj:or(clouds-5, precipitation-7) nsubj(accompanied-8, precipitation-7) root(ROOT-0, accompanied-8) det(changes-10, these-9) dobj(accompanied-8, changes-10) cc(accompanied-8, and-12) expl(was-14, there-13) conj:and(accompanied-8, was-14) neg(thunder-16, no-15) nsubj(was-14, thunder-16) cc(thunder-16, or-17) nsubj(was-14, lightning-18) conj:or(thunder-16, lightning-18) acl(thunder-16, observed-19)  ",lightning,18,"nsubj(was-14, lightning-18) conj:or(thunder-16, lightning-18) ",there was no thunder or lightning observed .,NN,[],was,VBD,subject,was,be,,,[],[],[],[],[],[],,"[('or', 'thunder')]",['or'],['thunder'],[],[],,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],,,singular,bare singular,ambiguous,[],unknown,unknown
"For example , it was planted as a hedge to guard the family grounds against lightning and other natural disasters .","For/IN example/NN ,/, it/PRP was/VBD planted/VBN as/IN a/DT hedge/NN to/TO guard/VB the/DT family/NN grounds/NNS against/IN lightning/NN and/CC other/JJ natural/JJ disasters/NNS ./."," case(example-2, For-1) nmod:for(planted-6, example-2) nsubjpass(planted-6, it-4) nsubj(guard-11, it-4) auxpass(planted-6, was-5) root(ROOT-0, planted-6) case(hedge-9, as-7) det(hedge-9, a-8) nmod:as(planted-6, hedge-9) mark(guard-11, to-10) xcomp(planted-6, guard-11) det(grounds-14, the-12) compound(grounds-14, family-13) dobj(guard-11, grounds-14) case(disasters-20, against-15) compound(disasters-20, lightning-16) cc(lightning-16, and-17) conj:and(lightning-16, other-18) compound(disasters-20, other-18) amod(disasters-20, natural-19) nmod:against(guard-11, disasters-20)  ",lightning,16,"cc(lightning-16, and-17) conj:and(lightning-16, other-18) compound(disasters-20, lightning-16) ",guard the family grounds against lightning and other natural disasters .,NN,[],,,,,,,,,[],[],[],[],[],,"[('and', 'other')]",['and'],['other'],['disasters'],[],,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],,,singular,bare singular,,[],unknown,unknown
"I eagerly enquired of my father the nature and origin of thunder and lightning . """,I/PRP eagerly/RB enquired/VBD of/IN my/PRP$ father/NN the/DT nature/NN and/CC origin/NN of/IN thunder/NN and/CC lightning/NN ./. ''/''," nsubj(enquired-3, I-1) advmod(enquired-3, eagerly-2) root(ROOT-0, enquired-3) case(father-6, of-4) nmod:poss(father-6, my-5) nmod:of(enquired-3, father-6) det(nature-8, the-7) dobj(enquired-3, nature-8) cc(nature-8, and-9) dobj(enquired-3, origin-10) conj:and(nature-8, origin-10) case(thunder-12, of-11) nmod:of(nature-8, thunder-12) cc(thunder-12, and-13) nmod:of(nature-8, lightning-14) conj:and(thunder-12, lightning-14)  ",lightning,14,"nmod:of(nature-8, lightning-14) conj:and(thunder-12, lightning-14) ","and origin of thunder and lightning . """,NN,[],,,,,,,,,"[('of', 'nature')]",['of'],['nature'],[],[],,"[('and', 'thunder')]",['and'],['thunder'],[],[],,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],,,singular,bare singular,,[],unknown,unknown
"The method is not given but is always depicted in films as involving lightning , perhaps a reasonable deduction from the rain that night and Frankenstein 's boyhood weather interests .","The/DT method/NN is/VBZ not/RB given/VBN but/CC is/VBZ always/RB depicted/VBN in/IN films/NNS as/IN involving/VBG lightning/NN ,/, perhaps/RB a/DT reasonable/JJ deduction/NN from/IN the/DT rain/NN that/DT night/NN and/CC Frankenstein/NNP 's/POS boyhood/JJ weather/NN interests/NNS ./."," det(method-2, The-1) nsubjpass(given-5, method-2) nsubjpass(depicted-9, method-2) auxpass(given-5, is-3) neg(given-5, not-4) root(ROOT-0, given-5) cc(given-5, but-6) auxpass(depicted-9, is-7) advmod(depicted-9, always-8) conj:but(given-5, depicted-9) case(films-11, in-10) nmod:in(depicted-9, films-11) mark(involving-13, as-12) advcl(depicted-9, involving-13) dobj(involving-13, lightning-14) advmod(lightning-14, perhaps-16) det(deduction-19, a-17) amod(deduction-19, reasonable-18) dep(lightning-14, deduction-19) case(rain-22, from-20) det(rain-22, the-21) nmod:from(involving-13, rain-22) det(night-24, that-23) dep(rain-22, night-24) cc(rain-22, and-25) nmod:poss(interests-30, Frankenstein-26) case(Frankenstein-26, 's-27) amod(interests-30, boyhood-28) compound(interests-30, weather-29) nmod:from(involving-13, interests-30) conj:and(rain-22, interests-30)  ",lightning,14,"advmod(lightning-14, perhaps-16) dep(lightning-14, deduction-19) dobj(involving-13, lightning-14) ","depicted in films as involving lightning , perhaps a reasonable deduction",NN,[],involving,VBG,object,,,involving,involve,[],[],[],[],[],[],,[],[],[],[],[],,,,,,,,,,,,,,[],[],[],[],['perhaps'],[],[],[],[],[],,,singular,bare singular,ambiguous,[],unknown,unknown
"Spending the night near the lake , he sees <p> lightnings playing on the summit of Mont Blanc in the most beautiful figures .","Spending/VBG the/DT night/NN near/IN the/DT lake/NN ,/, he/PRP sees/VBZ <p>/NN lightnings/NNS playing/VBG on/IN the/DT summit/NN of/IN Mont/NNP Blanc/NNP in/IN the/DT most/RBS beautiful/JJ figures/NNS ./."," advcl(sees-9, Spending-1) det(night-3, the-2) dobj(Spending-1, night-3) case(lake-6, near-4) det(lake-6, the-5) nmod:near(night-3, lake-6) nsubj(sees-9, he-8) root(ROOT-0, sees-9) compound(lightnings-11, <p>-10) dobj(sees-9, lightnings-11) acl(lightnings-11, playing-12) case(summit-15, on-13) det(summit-15, the-14) nmod:on(playing-12, summit-15) case(Blanc-18, of-16) compound(Blanc-18, Mont-17) nmod:of(summit-15, Blanc-18) case(figures-23, in-19) det(figures-23, the-20) advmod(beautiful-22, most-21) amod(figures-23, beautiful-22) nmod:in(Blanc-18, figures-23)  ",lightnings,11,"compound(lightnings-11, <p>-10) acl(lightnings-11, playing-12) dobj(sees-9, lightnings-11) ","lake , he sees <p> lightnings playing on the summit of",NNS,[],sees,VBZ,object,,,sees,see,[],[],[],[],[],[],,[],[],[],[],[],,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],,,plural,bare plural,singular,[],unknown,unknown
"<p> Blitz and Donner ( of reindeer fame ) are German for lightning and thunder , and also surnames in the United States , while the name of St. Fulgentius is derived from the Latin fulgere , "" to shine , to flash like lightning . ""","<p>/NNPS Blitz/NNP and/CC Donner/NNP -LRB-/-LRB- of/IN reindeer/NN fame/NN -RRB-/-RRB- are/VBP German/JJ for/IN lightning/NN and/CC thunder/NN ,/, and/CC also/RB surnames/VBD in/IN the/DT United/NNP States/NNPS ,/, while/IN the/DT name/NN of/IN St./NNP Fulgentius/NNPS is/VBZ derived/VBN from/IN the/DT Latin/JJ fulgere/NN ,/, ''/'' to/TO shine/VB ,/, to/TO flash/VB like/IN lightning/NN ./. ''/''"," compound(Blitz-2, <p>-1) nsubj(German-11, Blitz-2) nsubj(surnames-19, Blitz-2) nsubj(shine-40, Blitz-2) nsubj(flash-43, Blitz-2) cc(Blitz-2, and-3) conj:and(Blitz-2, Donner-4) nsubj(German-11, Donner-4) case(fame-8, of-6) compound(fame-8, reindeer-7) dep(German-11, fame-8) cop(German-11, are-10) root(ROOT-0, German-11) case(lightning-13, for-12) nmod:for(German-11, lightning-13) cc(lightning-13, and-14) nmod:for(German-11, thunder-15) conj:and(lightning-13, thunder-15) cc(German-11, and-17) advmod(surnames-19, also-18) conj:and(German-11, surnames-19) case(States-23, in-20) det(States-23, the-21) compound(States-23, United-22) nmod:in(surnames-19, States-23) mark(derived-32, while-25) det(name-27, the-26) nsubjpass(derived-32, name-27) case(Fulgentius-30, of-28) compound(Fulgentius-30, St.-29) nmod:of(name-27, Fulgentius-30) auxpass(derived-32, is-31) advcl(surnames-19, derived-32) case(fulgere-36, from-33) det(fulgere-36, the-34) amod(fulgere-36, Latin-35) nmod:from(derived-32, fulgere-36) mark(shine-40, to-39) conj:and(German-11, shine-40) mark(flash-43, to-42) xcomp(shine-40, flash-43) case(lightning-45, like-44) nmod:like(flash-43, lightning-45)  ",lightning,13,"case(lightning-13, for-12) cc(lightning-13, and-14) conj:and(lightning-13, thunder-15) nmod:for(German-11, lightning-13) ","fame ) are German for lightning and thunder , and also",NN,[],,,,,,,,,"[('for', 'German')]",['for'],['German'],[],[],,"[('and', 'thunder')]",['and'],['thunder'],[],[],,,,,,,,,,,,,,[],[],[],['for'],[],[],[],[],[],[],,,singular,bare singular,,[],unknown,unknown
"<p> Blitz and Donner ( of reindeer fame ) are German for lightning and thunder , and also surnames in the United States , while the name of St. Fulgentius is derived from the Latin fulgere , "" to shine , to flash like lightning . ""","<p>/NNPS Blitz/NNP and/CC Donner/NNP -LRB-/-LRB- of/IN reindeer/NN fame/NN -RRB-/-RRB- are/VBP German/JJ for/IN lightning/NN and/CC thunder/NN ,/, and/CC also/RB surnames/VBD in/IN the/DT United/NNP States/NNPS ,/, while/IN the/DT name/NN of/IN St./NNP Fulgentius/NNPS is/VBZ derived/VBN from/IN the/DT Latin/JJ fulgere/NN ,/, ''/'' to/TO shine/VB ,/, to/TO flash/VB like/IN lightning/NN ./. ''/''"," compound(Blitz-2, <p>-1) nsubj(German-11, Blitz-2) nsubj(surnames-19, Blitz-2) nsubj(shine-40, Blitz-2) nsubj(flash-43, Blitz-2) cc(Blitz-2, and-3) conj:and(Blitz-2, Donner-4) nsubj(German-11, Donner-4) case(fame-8, of-6) compound(fame-8, reindeer-7) dep(German-11, fame-8) cop(German-11, are-10) root(ROOT-0, German-11) case(lightning-13, for-12) nmod:for(German-11, lightning-13) cc(lightning-13, and-14) nmod:for(German-11, thunder-15) conj:and(lightning-13, thunder-15) cc(German-11, and-17) advmod(surnames-19, also-18) conj:and(German-11, surnames-19) case(States-23, in-20) det(States-23, the-21) compound(States-23, United-22) nmod:in(surnames-19, States-23) mark(derived-32, while-25) det(name-27, the-26) nsubjpass(derived-32, name-27) case(Fulgentius-30, of-28) compound(Fulgentius-30, St.-29) nmod:of(name-27, Fulgentius-30) auxpass(derived-32, is-31) advcl(surnames-19, derived-32) case(fulgere-36, from-33) det(fulgere-36, the-34) amod(fulgere-36, Latin-35) nmod:from(derived-32, fulgere-36) mark(shine-40, to-39) conj:and(German-11, shine-40) mark(flash-43, to-42) xcomp(shine-40, flash-43) case(lightning-45, like-44) nmod:like(flash-43, lightning-45)  ",lightning,45,"case(lightning-45, like-44) nmod:like(flash-43, lightning-45) ","shine , to flash like lightning . """,NN,[],,,,,,,,,"[('like', 'flash')]",['like'],['flash'],[],[],,[],[],[],[],[],,,,,,,,,,,,,,[],[],[],['like'],[],[],[],[],[],[],,,singular,bare singular,,[],unknown,unknown
The same as Frankenstein's-a lightning bolt .,The/DT same/JJ as/IN Frankenstein/NNP 's/POS -/: a/DT lightning/NN bolt/NN ./.," det(same-2, The-1) dep(bolt-9, same-2) case(Frankenstein-4, as-3) nmod:'s(same-2, Frankenstein-4) case(Frankenstein-4, 's-5) det(bolt-9, a-7) compound(bolt-9, lightning-8) root(ROOT-0, bolt-9)  ",lightning,8,"compound(bolt-9, lightning-8) ",as Frankenstein's-a lightning bolt .,NN,[],,,,,,,,,[],[],[],[],[],,[],[],[],['bolt'],[],,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],,,singular,bare singular,,[],unknown,unknown
"<p> But , he points out , each year Florida leads the nation in lightning caused deaths ( with an average of 10 ) and "" one of every three summertime thunderstorms is severe -- that is it produces winds in excess of 58 m.p.h.","<p>/VB But/CC ,/, he/PRP points/VBZ out/RP ,/, each/DT year/NN Florida/NNP leads/VBZ the/DT nation/NN in/IN lightning/NN caused/VBD deaths/NNS -LRB-/-LRB- with/IN an/DT average/NN of/IN 10/CD -RRB-/-RRB- and/CC ''/'' one/CD of/IN every/DT three/CD summertime/JJ thunderstorms/NNS is/VBZ severe/JJ --/: that/DT is/VBZ it/PRP produces/VBZ winds/NNS in/IN excess/NN of/IN 58/CD m.p.h./NN"," root(ROOT-0, <p>-1) cc(severe-34, But-2) nsubj(points-5, he-4) parataxis(severe-34, points-5) compound:prt(points-5, out-6) det(year-9, each-8) dobj(points-5, year-9) nsubj(leads-11, Florida-10) acl:relcl(year-9, leads-11) det(nation-13, the-12) nsubj(caused-16, nation-13) case(lightning-15, in-14) nmod:in(nation-13, lightning-15) ccomp(leads-11, caused-16) dobj(caused-16, deaths-17) case(average-21, with-19) det(average-21, an-20) nmod:with(deaths-17, average-21) case(10-23, of-22) nmod:of(average-21, 10-23) cc(caused-16, and-25) ccomp(leads-11, one-27) conj:and(caused-16, one-27) case(thunderstorms-32, of-28) det(thunderstorms-32, every-29) nummod(thunderstorms-32, three-30) amod(thunderstorms-32, summertime-31) nmod:of(year-9, thunderstorms-32) cop(severe-34, is-33) xcomp(<p>-1, severe-34) discourse(produces-39, that-36) mwe(that-36, is-37) nsubj(produces-39, it-38) parataxis(severe-34, produces-39) dobj(produces-39, winds-40) case(excess-42, in-41) nmod:in(winds-40, excess-42) case(m.p.h.-45, of-43) nummod(m.p.h.-45, 58-44) nmod:of(excess-42, m.p.h.-45)  ",lightning,15,"case(lightning-15, in-14) nmod:in(nation-13, lightning-15) ",Florida leads the nation in lightning caused deaths ( with an,NN,[],,,,,,,,,"[('in', 'nation')]",['in'],['nation'],[],[],,[],[],[],[],[],,,,,,,,,,,,,,[],[],[],['in'],[],[],[],[],[],[],,,singular,bare singular,,[],unknown,unknown
"A plume of volcanic ash rose 40,000 ft. high , and lightning caused brilliant yellow and red flashes that illuminated the volcano against the night sky and revealed the area 's coastline .","A/DT plume/NN of/IN volcanic/JJ ash/NNS rose/VBD 40,000/CD ft./NN high/JJ ,/, and/CC lightning/NN caused/VBD brilliant/JJ yellow/JJ and/CC red/JJ flashes/NNS that/WDT illuminated/VBD the/DT volcano/NN against/IN the/DT night/NN sky/NN and/CC revealed/VBD the/DT area/NN 's/POS coastline/NN ./."," det(plume-2, A-1) nsubj(rose-6, plume-2) case(ash-5, of-3) amod(ash-5, volcanic-4) nmod:of(plume-2, ash-5) root(ROOT-0, rose-6) dobj(rose-6, 40,000-7) nmod:npmod(high-9, ft.-8) amod(40,000-7, high-9) cc(rose-6, and-11) nsubj(caused-13, lightning-12) conj:and(rose-6, caused-13) amod(flashes-18, brilliant-14) amod(flashes-18, yellow-15) cc(yellow-15, and-16) conj:and(yellow-15, red-17) amod(flashes-18, red-17) dobj(caused-13, flashes-18) nsubj(illuminated-20, flashes-18) nsubj(revealed-28, flashes-18) ref(flashes-18, that-19) acl:relcl(flashes-18, illuminated-20) det(volcano-22, the-21) dobj(illuminated-20, volcano-22) case(sky-26, against-23) det(sky-26, the-24) compound(sky-26, night-25) nmod:against(illuminated-20, sky-26) cc(illuminated-20, and-27) acl:relcl(flashes-18, revealed-28) conj:and(illuminated-20, revealed-28) det(area-30, the-29) nmod:poss(coastline-32, area-30) case(area-30, 's-31) dobj(revealed-28, coastline-32)  ",lightning,12,"nsubj(caused-13, lightning-12) ","40,000 ft. high , and lightning caused brilliant yellow and red",NN,[],caused,VBD,subject,caused,cause,,,[],[],[],[],[],[],,[],[],[],[],[],,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],,,singular,bare singular,ambiguous,[],unknown,unknown
"The Infiniti ads , applauded for their Zen approach , depict lushly photographed trees , boulders , lightning bolts and breaking waves .","The/DT Infiniti/NNP ads/NNS ,/, applauded/VBD for/IN their/PRP$ Zen/NNP approach/NN ,/, depict/VBP lushly/JJ photographed/JJ trees/NNS ,/, boulders/NNS ,/, lightning/NN bolts/NNS and/CC breaking/JJ waves/NNS ./."," det(ads-3, The-1) compound(ads-3, Infiniti-2) nsubj(depict-11, ads-3) acl(ads-3, applauded-5) case(approach-9, for-6) nmod:poss(approach-9, their-7) compound(approach-9, Zen-8) nmod:for(applauded-5, approach-9) root(ROOT-0, depict-11) amod(trees-14, lushly-12) amod(trees-14, photographed-13) dobj(depict-11, trees-14) dobj(depict-11, boulders-16) conj:and(trees-14, boulders-16) compound(bolts-19, lightning-18) dobj(depict-11, bolts-19) conj:and(trees-14, bolts-19) cc(trees-14, and-20) amod(waves-22, breaking-21) dobj(depict-11, waves-22) conj:and(trees-14, waves-22)  ",lightning,18,"compound(bolts-19, lightning-18) ","photographed trees , boulders , lightning bolts and breaking waves .",NN,[],depict,VBP,object,,,depict,depict,[],[],[],[],[],[],,[],[],[],['bolts'],[],,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],,,singular,bare singular,plural,['EX-PL'],countable,unknown
