Noun,Noun Count,NN Count,NN Percentage,NNS Count,NNS Percentage,NNP Count,NNP Percentage,NNPS Count,NNPS Percentage,Plural Noun Count,Plural Noun Percentage,Singular Noun Count,Singular Noun Percentage,Bare Plural Noun Count,Bare Plural Noun Percentage,Bare Singular Noun Count,Bare Singular Noun Percentage,Linked Noun Count,Linked Noun Percentage,Noun Negation Count,Noun Negation Percentage,Verb Construction Count,Verb Construction Percentage,VB Count,VB Percentage,VBD Count,VBD Percentage,VBG Count,VBG Percentage,VBN Count,VBN Percentage,VBP Count,VBP Percentage,VBZ Count,VBZ Percentage,Plural Verb Count,Plural Verb Percentage,Singular Verb Count,Singular Verb Percentage,Verb Subject Count,Verb Subject Percentage,Unique Verb Subject Count,Significant Verb Subjects,Significant Verb Subject Count,Verb Object Count,Verb Object Percentage,Unique Verb Object Count,Significant Verb Objects,Significant Verb Object Count,Verb Negation Count,Verb Negation Percentage,Prepositional Phrase Count,Prepositional Phrase Percentage,Prepositional Subject Count,Prepositional Subject Percentage,Unique Prepositional Subject Count,Significant Prepositional Subjects,Prepositional Object Count,Prepositional Object Percentage,Unique Prepositional Object Count,Significant Prepositional Objects,Determiner Count,Determiner Percentage,Unique Determiner Count,Significant Determiners,Indefinite Article Count,Indefinite Article Percentage,Definite Article Count,Definite Article Percentage,Demonstrative Pronoun Count,Demonstrative Pronoun Percentage,Quantifier Count,Quantifier Percentage,Other Determiner Count,Other Determiner Percentage,Conjoined Count,Conjoined Percentage,Unique Conjoined Count,Significant Conjoined,Compound Count,Compound Percentage,Unique Compound Count,Significant Compounds,Adjective Count,Adjective Percentage,Unique Adjective Count,Significant Adjectives,Possesed Count,Possesed Percentage,Unique Possesed Count,Significant Possesed,Possesive Count,Possesive Percentage,Numeric Count,Numeric Percentage,Adverb Count,Adverb Percentage,Appositive Count,Appositive Percentage,Appositional Modifier Count,Appositional Modifier Percentage,Unique Appositional Modifier Count,Significant Appositional Modifiers,Modified Appositive Count,Modified Appositive Percentage,Unique Modified Appositive Count,Significant Modified Appositives,Modal Count,Modal Percentage,Conditional Count,Conditional Percentage,Denumerator Count,Denumerator Percentage,Unit Denumerator Count,Unit Denumerator Percentage,Fuzzy Denumerator Count,Fuzzy Denumerator Percentage,Other Denumerator Count,Other Denumerator Percentage,Allan Count,Allan Percentage,A N Count,A N Percentage,F Ns Count,F Ns Percentage,Ex Pl Count,Ex Pl Percentage,O Den Count,O Den Percentage,All N Count,All N Percentage,Countable Count,Countable Percentage,Uncountable Count,Uncountable Percentage,Verdical Count,Verdical Percentage,NonVerdical Count,NonVerdical Percentage
spot,5323,3509,0.66,1806,0.34,8,0.00,0,0,1805,0.34,3512,0.66,1071,0.20,409,0.08,3843,0.72,38,0.01,2470,0.46,674,0.27,434,0.18,227,0.09,230,0.09,393,0.16,464,0.19,393,0.16,464,0.19,790,0.32,274,{'be': 288},1,1680,0.68,420,"{'be': 242, 'find': 130, 'have': 113}",3,19,0.01,3601,0.68,2316,0.64,1388,{},1285,0.36,862,{},3330,0.63,18,"{'a': 1216, 'both': 4, 'all': 16, 'that': 76, 'this': 112, 'some': 58, 'an': 79, 'these': 55, 'every': 17, 'another': 44, 'each': 12, 'such': 10, 'the': 1556, 'any': 32, 'those': 40}",1315,0.39,1458,0.44,249,0.07,63,0.02,220,0.07,473,0.09,369,{},1039,0.20,483,{'trouble': 73},3258,0.61,748,"{'hot': 271, 'favorite': 84, 'top': 81, 'bright': 80, 'same': 87}",11,0.00,10,{'appearance': 2},341,0.06,245,0.05,186,0.03,318,0.06,96,0.30,91,{},63,0.20,58,{},28,0.01,39,0.01,1578,0.30,1384,0.88,47,0.03,147,0.09,1676,0.31,1358,0.81,47,0.03,124,0.07,147,0.09,0,0,1623,0.30,0,0,57,0.01,59,0.01
spread,1720,1575,0.92,145,0.08,0,0,0,0,143,0.08,1575,0.92,110,0.06,407,0.24,1203,0.70,6,0.00,902,0.52,281,0.31,156,0.17,103,0.11,92,0.10,77,0.09,185,0.21,77,0.09,185,0.21,331,0.37,171,{'be': 85},1,571,0.63,243,"{'prevent': 56, 'be': 26}",2,13,0.01,1577,0.92,588,0.37,476,{},989,0.63,582,{},1063,0.62,15,"{'a': 168, 'that': 7, 'this': 31, 'some': 4, 'an': 20, 'these': 4, 'every': 2, 'each': 3, 'such': 3, 'the': 813, 'any': 4}",185,0.17,750,0.71,34,0.03,9,0.01,82,0.08,297,0.17,255,{},482,0.28,314,{},451,0.26,273,{},2,0.00,2,"{'slogan': 1, 'nitrogen': 1}",136,0.08,17,0.01,34,0.02,142,0.08,55,0.39,45,{'bay': 5},16,0.11,16,{},3,0.00,5,0.00,200,0.12,181,0.91,0,0,19,0.10,259,0.15,180,0.69,0,0,59,0.23,19,0.07,1,0.00,251,0.15,1,0.00,19,0.01,6,0.00
spring,7282,6730,0.92,548,0.08,4,0.00,0,0,546,0.07,6729,0.92,356,0.05,3808,0.52,3118,0.43,9,0.00,1176,0.16,235,0.20,254,0.22,80,0.07,119,0.10,191,0.16,283,0.24,191,0.16,283,0.24,670,0.57,282,{'be': 143},1,506,0.43,235,"{'be': 121, 'have': 24}",2,8,0.01,5720,0.79,4639,0.81,2251,{},1081,0.19,454,{},2895,0.40,15,"{'a': 210, 'both': 4, 'all': 8, 'that': 79, 'this': 554, 'some': 8, 'an': 24, 'these': 9, 'every': 68, 'another': 2, 'each': 131, 'such': 2, 'the': 1791, 'any': 2, 'those': 3}",219,0.08,1729,0.60,504,0.17,162,0.06,279,0.10,910,0.12,333,"{'summer': 205, 'winter': 93, 'fall': 166}",1804,0.25,689,"{'break': 78, 'training': 83}",1910,0.26,306,"{'early': 268, 'last': 557, 'past': 70, 'next': 163, 'late': 153, 'hot': 83, 'following': 72}",61,0.01,55,{},71,0.01,160,0.02,176,0.02,252,0.03,41,0.16,39,{},85,0.34,76,{},7,0.00,15,0.00,539,0.07,222,0.41,12,0.02,305,0.57,670,0.09,217,0.32,12,0.02,130,0.19,305,0.46,6,0.01,661,0.09,6,0.00,17,0.00,19,0.00
square,1673,1176,0.70,487,0.29,10,0.01,0,0,484,0.29,1183,0.71,331,0.20,396,0.24,946,0.57,6,0.00,669,0.40,147,0.22,126,0.19,68,0.10,69,0.10,72,0.11,175,0.26,72,0.11,175,0.26,229,0.34,130,{'be': 57},1,440,0.66,169,"{'be': 115, 'use': 34}",2,5,0.01,1124,0.67,763,0.68,525,{},361,0.32,268,{},784,0.47,14,"{'a': 226, 'all': 4, 'that': 3, 'this': 6, 'an': 16, 'these': 3, 'another': 3, 'each': 39, 'the': 478, 'any': 2}",238,0.30,437,0.56,12,0.02,38,0.05,59,0.08,284,0.17,192,{},387,0.23,179,"{'town': 34, 'village': 18}",532,0.32,232,"{'small': 26, 'public': 60}",11,0.01,10,{'blade': 2},74,0.04,122,0.07,67,0.04,172,0.10,36,0.21,33,{},50,0.29,43,{'photo': 6},5,0.00,30,0.02,376,0.22,245,0.65,4,0.01,127,0.34,409,0.24,241,0.59,4,0.01,36,0.09,127,0.31,1,0.00,402,0.24,1,0.00,11,0.01,34,0.02
staff,7963,7628,0.96,331,0.04,4,0.00,0,0,331,0.04,7629,0.96,195,0.02,4059,0.51,3709,0.47,17,0.00,3808,0.48,902,0.24,1092,0.29,244,0.06,462,0.12,494,0.13,593,0.16,494,0.13,593,0.16,2298,0.60,632,"{'be': 345, 'have': 77}",2,1510,0.40,440,"{'be': 134, 'have': 140}",2,73,0.02,3897,0.49,2818,0.72,1376,{'chief': 298},1079,0.28,686,{},2413,0.30,16,"{'a': 445, 'both': 6, 'all': 23, 'that': 6, 'this': 8, 'some': 15, 'an': 46, 'these': 5, 'half': 6, 'such': 2, 'the': 1839, 'any': 7, 'those': 2}",472,0.20,1587,0.66,19,0.01,25,0.01,298,0.12,1806,0.23,855,{'faculty': 138},3927,0.49,1109,"{'member': 155, 'members': 396}",1544,0.19,514,"{'professional': 62, 'medical': 73}",67,0.01,59,{},1285,0.16,29,0.00,63,0.01,384,0.05,81,0.21,73,{},111,0.29,99,{},11,0.00,10,0.00,506,0.06,465,0.92,6,0.01,35,0.07,954,0.12,465,0.49,2,0.00,436,0.46,35,0.04,16,0.02,912,0.11,16,0.00,90,0.01,16,0.00
stage,8162,5979,0.73,2173,0.27,10,0.00,0,0,2170,0.27,5985,0.73,785,0.10,1382,0.17,5995,0.73,18,0.00,2858,0.35,529,0.19,620,0.22,250,0.09,393,0.14,339,0.12,675,0.24,339,0.12,675,0.24,889,0.31,302,"{'be': 256, 'set': 51}",2,1969,0.69,413,"{'be': 490, 'set': 285, 'reach': 80, 'take': 138}",4,30,0.01,7341,0.90,4526,0.62,2355,{},2815,0.38,1161,"{'development': 291, 'life': 120}",5391,0.66,20,"{'a': 585, 'both': 4, 'all': 74, 'that': 91, 'this': 606, 'some': 38, 'what': 5, 'an': 151, 'these': 58, 'every': 64, 'another': 14, 'each': 125, 'such': 8, 'the': 3516, 'any': 37, 'those': 10}",767,0.14,3266,0.61,718,0.13,273,0.05,347,0.06,638,0.08,485,{},1666,0.20,684,{'center': 219},3527,0.43,695,"{'developmental': 72, 'different': 111, 'later': 72, 'initial': 117, 'earlier': 72, 'next': 92, 'early': 449, 'second': 111, 'various': 129, 'final': 148, 'first': 192}",7,0.00,7,"{'limits': 1, 'decor': 1, 'task': 1, 'illusions': 1, 'power': 1, 'theme': 1, 'officials': 1}",316,0.04,393,0.05,437,0.05,334,0.04,54,0.16,53,{},113,0.34,101,{},27,0.00,92,0.01,1329,0.16,780,0.59,31,0.02,518,0.39,1500,0.18,775,0.52,31,0.02,175,0.12,518,0.35,1,0.00,1468,0.18,1,0.00,47,0.01,108,0.01
stand,2715,1856,0.68,853,0.31,6,0.00,0,0,853,0.31,1851,0.68,506,0.19,484,0.18,1725,0.64,11,0.00,1365,0.50,568,0.42,278,0.20,116,0.08,116,0.08,130,0.10,156,0.11,130,0.10,156,0.11,346,0.25,165,{'be': 97},1,1019,0.75,221,"{'be': 50, 'make': 68, 'let': 237, 'take': 240, 'have': 26}",5,32,0.02,1880,0.69,1089,0.58,771,{},791,0.42,494,{'trees': 51},1342,0.49,15,"{'a': 618, 'both': 2, 'all': 9, 'that': 13, 'these': 10, 'some': 9, 'an': 40, 'this': 12, 'every': 6, 'another': 7, 'each': 2, 'such': 5, 'the': 604, 'any': 4}",637,0.47,552,0.41,28,0.02,15,0.01,98,0.07,287,0.11,248,{},798,0.29,400,{'tree': 66},857,0.32,424,{},10,0.00,9,"{'lilies': 1, 'students': 1, 'counter': 1, 'product': 1, 'platform': 2, 'job': 1, 'walks': 1, 'owner': 1, 'approach': 1}",364,0.13,38,0.01,57,0.02,154,0.06,48,0.31,48,{},29,0.19,26,{'newport': 3},3,0.00,12,0.00,679,0.25,638,0.94,5,0.01,36,0.05,725,0.27,631,0.87,5,0.01,53,0.07,36,0.05,0,0,703,0.26,0,0,43,0.02,14,0.01
standard,11224,3881,0.35,7331,0.65,12,0.00,0,0,7326,0.65,3884,0.35,4929,0.44,676,0.06,5619,0.50,129,0.01,6206,0.55,2038,0.33,754,0.12,716,0.12,800,0.13,914,0.15,917,0.15,914,0.15,917,0.15,2172,0.35,452,"{'apply': 53, 'require': 56, 'be': 619}",3,4034,0.65,560,"{'be': 350, 'use': 68, 'set': 387, 'develop': 75, 'raise': 99, 'become': 116, 'adopt': 68, 'maintain': 89, 'have': 124, 'meet': 519, 'apply': 71, 'establish': 113}",12,199,0.03,7344,0.65,4298,0.59,2044,{},3046,0.41,1360,{'living': 241},4670,0.42,19,"{'a': 1002, 'both': 11, 'all': 24, 'that': 60, 'this': 118, 'some': 39, 'what': 5, 'whatever': 3, 'an': 144, 'these': 147, 'every': 5, 'either': 6, 'another': 8, 'each': 11, 'such': 19, 'the': 2898, 'any': 104, 'those': 65}",1141,0.24,2630,0.56,331,0.07,136,0.03,406,0.09,1500,0.13,846,{},3504,0.31,1107,{'quality': 113},5981,0.53,1000,"{'living': 152, 'gold': 138, 'federal': 101, 'double': 174, 'national': 225, 'same': 102, 'high': 217, 'new': 271, 'international': 133, 'higher': 200}",8,0.00,8,"{'impact': 1, 'heart': 1, 'goal': 1, 'process': 1, 'enactment': 1, 'bandwidth': 1, 'graphics': 1, 'performance': 1}",854,0.08,197,0.02,264,0.02,572,0.05,108,0.19,101,{},178,0.31,156,{},33,0.00,68,0.01,1336,0.12,1121,0.84,17,0.01,198,0.15,1485,0.13,1115,0.75,15,0.01,156,0.11,198,0.13,1,0.00,1457,0.13,1,0.00,328,0.03,82,0.01
star,13492,6985,0.52,6472,0.48,35,0.00,0,0,6468,0.48,6996,0.52,3671,0.27,2453,0.18,7368,0.55,87,0.01,6239,0.46,1319,0.21,1106,0.18,471,0.08,649,0.10,1191,0.19,1403,0.22,1191,0.19,1403,0.22,3463,0.56,712,"{'be': 863, 'appear': 78, 'have': 159}",3,2776,0.44,578,"{'become': 104, 'see': 97, 'orbit': 60, 'have': 83, 'be': 631}",5,68,0.01,7073,0.52,4850,0.69,2130,{},2223,0.31,1107,{},6243,0.46,31,"{'a': 1838, 'both': 30, 'what': 5, 'which': 11, 'that': 22, 'these': 158, 'some': 64, 'all': 75, 'an': 138, 'this': 119, 'every': 27, 'another': 41, 'each': 24, 'such': 6, 'the': 3612, 'any': 37, 'those': 21}",1927,0.31,3222,0.52,251,0.04,112,0.02,677,0.11,1485,0.11,833,{},4467,0.33,1310,"{'movie': 220, 'formation': 133, 'neutron': 212, 'rock': 133}",4487,0.33,832,"{'young': 149, 'bright': 251, 'other': 151, 'massive': 121, 'new': 88, 'brightest': 173}",436,0.03,214,{},671,0.05,776,0.06,360,0.03,1228,0.09,349,0.28,295,{},265,0.22,241,{},61,0.00,104,0.01,2734,0.20,1928,0.71,105,0.04,701,0.26,2907,0.22,1890,0.65,105,0.04,211,0.07,701,0.24,0,0,2871,0.21,0,0,153,0.01,134,0.01
start,3442,3060,0.89,381,0.11,1,0.00,0,0,381,0.11,3058,0.89,257,0.07,469,0.14,2716,0.79,9,0.00,1109,0.32,269,0.24,322,0.29,71,0.06,107,0.10,111,0.10,204,0.18,111,0.10,204,0.18,222,0.20,118,"{'be': 56, 'make': 15}",2,887,0.80,176,"{'be': 182, 'do': 18, 'signal': 18, 'give': 53, 'mark': 31, 'have': 57, 'get': 168, 'make': 65}",8,8,0.01,3035,0.88,1853,0.61,1199,{},1182,0.39,618,{},2420,0.70,16,"{'a': 688, 'all': 5, 'that': 12, 'this': 13, 'some': 3, 'an': 74, 'these': 3, 'every': 3, 'another': 3, 'each': 3, 'such': 6, 'the': 1602, 'any': 2}",744,0.31,1579,0.65,25,0.01,11,0.00,52,0.02,357,0.10,261,{'fits': 31},515,0.15,279,{'head': 84},889,0.26,286,"{'good': 112, 'false': 61, 'very': 36, 'early': 41, 'slow': 29, 'fresh': 52}",4,0.00,4,"{'attack': 1, '73': 1, '75': 1, 'lodging': 1}",258,0.07,73,0.02,157,0.05,132,0.04,29,0.22,29,{},37,0.28,36,{},34,0.01,18,0.01,825,0.24,741,0.90,11,0.01,73,0.09,897,0.26,729,0.81,11,0.01,82,0.09,73,0.08,2,0.00,857,0.25,2,0.00,17,0.00,43,0.01
state,42597,30527,0.72,12069,0.28,0,0,0,0,12069,0.28,30527,0.72,6252,0.15,14109,0.33,22236,0.52,200,0.00,15006,0.35,3887,0.26,3081,0.21,1038,0.07,2103,0.14,2306,0.15,2419,0.16,2306,0.15,2419,0.16,9311,0.62,1254,"{'be': 1534, 'require': 178, 'have': 693}",3,5695,0.38,1118,{'be': 869},1,476,0.03,24011,0.56,17085,0.71,5203,{},6926,0.29,2242,"{'affairs': 260, 'mind': 240}",19401,0.46,45,"{'a': 3120, 'both': 59, 'what': 11, 'which': 9, 'that': 221, 'this': 319, 'each': 244, 'some': 427, 'all': 357, 'an': 368, 'these': 225, 'every': 191, 'either': 8, 'another': 94, 'half': 15, 'such': 61, 'the': 13354, 'any': 141, 'those': 147}",3724,0.19,12537,0.65,826,0.04,819,0.04,1366,0.07,6163,0.14,1742,"{'federal': 797, 'local': 709, 'church': 287}",14026,0.33,2389,"{'law': 285, 'governments': 295}",11006,0.26,1804,"{'many': 359, 'arab': 233, 'most': 317, 'other': 821, 'new': 192, 'several': 210}",1871,0.04,843,{},1386,0.03,2222,0.05,811,0.02,1632,0.04,349,0.21,278,{},467,0.29,372,{},63,0.00,215,0.01,6536,0.15,3579,0.55,482,0.07,2475,0.38,7368,0.17,3509,0.48,473,0.06,898,0.12,2475,0.34,13,0.00,7240,0.17,13,0.00,672,0.02,242,0.01
statement,6853,4165,0.61,2683,0.39,5,0.00,0,0,2683,0.39,4162,0.61,1574,0.23,375,0.05,4904,0.72,61,0.01,3808,0.56,859,0.23,934,0.25,295,0.08,499,0.13,448,0.12,683,0.18,448,0.12,683,0.18,1775,0.47,452,"{'be': 432, 'make': 67}",2,2033,0.53,416,"{'read': 43, 'be': 226, 'make': 443, 'include': 53, 'issue': 120}",5,88,0.02,4187,0.61,2486,0.59,1315,{},1701,0.41,1050,{},3706,0.54,18,"{'a': 1421, 'both': 4, 'all': 33, 'which': 2, 'that': 101, 'this': 300, 'some': 23, 'an': 165, 'these': 104, 'every': 16, 'another': 10, 'each': 57, 'such': 43, 'the': 1370, 'any': 36, 'those': 19}",1540,0.42,1131,0.31,356,0.10,117,0.03,507,0.14,648,0.09,484,{},1249,0.18,460,"{'policy': 70, 'impact': 63, 'fashion': 52, 'mission': 102, 'income': 55}",2992,0.44,862,"{'such': 97, 'financial': 160, 'public': 91}",14,0.00,13,{'meaning': 2},1083,0.16,281,0.04,149,0.02,366,0.05,69,0.19,65,{},114,0.31,99,{},21,0.00,31,0.00,1878,0.27,1531,0.82,31,0.02,316,0.17,1982,0.29,1528,0.77,31,0.02,107,0.05,316,0.16,0,0,1938,0.28,0,0,149,0.02,44,0.01
station,5069,3141,0.62,1926,0.38,2,0.00,0,0,1926,0.38,3141,0.62,1259,0.25,728,0.14,3082,0.61,13,0.00,1962,0.39,448,0.23,467,0.24,209,0.11,250,0.13,262,0.13,303,0.15,262,0.13,303,0.15,1030,0.52,339,"{'be': 216, 'have': 45}",2,932,0.48,329,"{'be': 67, 'have': 37}",2,20,0.01,3112,0.61,2406,0.77,1398,{},706,0.23,490,{},2499,0.49,21,"{'a': 716, 'both': 5, 'all': 32, 'that': 16, 'these': 23, 'some': 36, 'what': 3, 'an': 73, 'this': 29, 'every': 21, 'another': 11, 'each': 38, 'the': 1472, 'any': 10, 'those': 7}",782,0.31,1342,0.54,65,0.03,78,0.03,220,0.09,761,0.15,484,{},3827,0.75,888,"{'wagon': 109, 'television': 163, 'police': 102, 'space': 187, 'tv': 155, 'gas': 209, 'train': 115, 'radio': 383}",1504,0.30,519,{'local': 154},81,0.02,77,{},347,0.07,317,0.06,93,0.02,434,0.09,108,0.25,94,{},109,0.25,103,{},12,0.00,10,0.00,1149,0.23,789,0.69,38,0.03,322,0.28,1205,0.24,783,0.65,37,0.03,63,0.05,322,0.27,0,0,1191,0.23,0,0,32,0.01,19,0.00
statue,945,619,0.66,320,0.34,6,0.01,0,0,318,0.34,625,0.66,188,0.20,35,0.04,722,0.76,5,0.01,505,0.53,78,0.15,120,0.24,32,0.06,96,0.19,61,0.12,110,0.22,61,0.12,110,0.22,267,0.53,127,"{'be': 60, 'stand': 21}",2,238,0.47,125,{'be': 19},1,9,0.02,698,0.74,326,0.47,272,{},372,0.53,285,{},640,0.68,13,"{'a': 217, 'all': 5, 'that': 6, 'these': 14, 'some': 4, 'an': 13, 'this': 14, 'another': 4, 'the': 359}",211,0.33,315,0.49,26,0.04,4,0.01,81,0.13,145,0.15,127,{},184,0.19,112,"{'marble': 15, 'bronze': 23}",293,0.31,172,{},30,0.03,28,{},70,0.07,23,0.02,21,0.02,102,0.11,25,0.25,23,{},26,0.25,26,{},2,0.00,4,0.00,240,0.25,209,0.87,9,0.04,22,0.09,259,0.27,208,0.80,9,0.03,20,0.08,22,0.08,0,0,253,0.27,0,0,14,0.01,5,0.01
status,7115,7039,0.99,61,0.01,15,0.00,0,0,49,0.01,7054,0.99,32,0.00,3642,0.51,3441,0.48,31,0.00,3690,0.52,1085,0.29,614,0.17,474,0.13,594,0.16,276,0.07,618,0.17,276,0.07,618,0.17,1120,0.30,369,{'be': 286},1,2570,0.70,563,"{'be': 83, 'maintain': 93, 'achieve': 81, 'have': 151, 'give': 61}",5,121,0.03,4804,0.68,2700,0.56,1464,{},2104,0.44,1187,{},1885,0.26,15,"{'a': 204, 'both': 5, 'that': 30, 'this': 60, 'some': 5, 'an': 53, 'another': 2, 'each': 2, 'such': 4, 'the': 1510, 'any': 6}",256,0.14,1416,0.75,72,0.04,9,0.00,126,0.07,1492,0.21,705,{},2256,0.32,809,"{'health': 131, 'quo': 260}",3363,0.47,803,"{'social': 208, 'legal': 90, 'marital': 133, 'current': 83, 'economic': 105, 'socioeconomic': 153}",5,0.00,5,"{'facilities': 1, 'game': 1, 'subordination': 1, '90s': 1, 'team': 1}",1550,0.22,16,0.00,99,0.01,442,0.06,106,0.24,82,{},115,0.26,93,{'ses': 19},6,0.00,18,0.00,275,0.04,253,0.92,1,0.00,21,0.08,543,0.08,253,0.47,0,0,269,0.50,21,0.04,0,0,524,0.07,0,0,152,0.02,18,0.00
steel,2884,2869,0.99,15,0.01,0,0,0,0,15,0.01,2869,0.99,11,0.00,2628,0.91,245,0.08,4,0.00,1026,0.36,199,0.19,199,0.19,108,0.11,141,0.14,117,0.11,251,0.24,117,0.11,251,0.24,506,0.49,238,{'be': 107},1,520,0.51,236,"{'be': 58, 'use': 31, 'have': 41}",3,7,0.01,800,0.28,705,0.88,459,{'made': 54},95,0.12,92,{},200,0.07,12,"{'a': 47, 'all': 8, 'these': 2, 'some': 3, 'an': 3, 'the': 129, 'any': 3}",46,0.23,120,0.60,2,0.01,9,0.04,22,0.11,550,0.19,266,"{'concrete': 30, 'iron': 60, 'aluminum': 34}",1727,0.60,689,{},436,0.15,178,{'stainless': 176},9,0.00,9,"{'capacity': 1, 'assets': 1, 'show': 1, 'brittleness': 1, 'rate': 1, 'mass': 1, 'ductility': 1, 'resilience': 1, 'structure': 1}",26,0.01,23,0.01,33,0.01,194,0.07,57,0.29,45,{'gate': 6},40,0.21,40,{},0,0.00,2,0.00,67,0.02,43,0.64,1,0.01,23,0.34,188,0.07,43,0.23,0,0,117,0.62,23,0.12,5,0.03,176,0.06,5,0.00,11,0.00,2,0.00
stein,11,4,0.36,7,0.64,0,0,0,0,6,0.55,4,0.36,5,0.45,1,0.09,5,0.45,0,0.00,7,0.64,1,0.14,2,0.29,0,0,1,0.14,1,0.14,2,0.29,1,0.14,2,0.29,4,0.57,4,"{'read': 1, 'be': 1, 'place': 1, 'carve': 1}",4,3,0.43,3,"{'sell': 1, 'find': 1, 'have': 1}",3,0,0.00,9,0.82,3,0.33,3,"{'couple': 1, 'constructing': 1, 'shards': 1}",6,0.67,5,"{'lid': 1, 'jagermeister': 1, 'line': 1, 'beer': 2, 'lloyd': 1}",3,0.27,2,"{'this': 1, 'a': 2}",1,0.33,0,0,1,0.33,0,0,1,0.33,2,0.18,2,"{'keohane': 1, 'rococo': 1}",11,1.00,7,"{'gertrude': 1, 'rush': 1, 'gold': 1, 'limbaugh': 1, 'ivory': 2, 'beer': 4, 'judith': 1}",9,0.82,9,"{'giant': 1, 'german': 1, 'ribald': 1, 'lately': 1, 'commemorative': 1, 'cylindrical': 1, 'sausages': 1, 'ornate': 1, 'tall': 1}",0,0.00,0,{},0,0.00,1,0.09,0,0.00,2,0.18,0,0.00,0,{},1,0.50,1,{'eds': 1},0,0.00,0,0.00,2,0.18,1,0.50,0,0,1,0.50,2,0.18,1,0.50,0,0,0,0,1,0.50,0,0,2,0.18,0,0,0,0,0,0
step,9947,5902,0.59,4039,0.41,6,0.00,0,0,4039,0.41,5900,0.59,1774,0.18,729,0.07,7444,0.75,45,0.00,5909,0.59,1696,0.29,1075,0.18,473,0.08,551,0.09,585,0.10,1375,0.23,585,0.10,1375,0.23,2363,0.40,431,"{'be': 1146, 'take': 116}",2,3546,0.60,492,"{'go': 115, 'represent': 59, 'be': 783, 'take': 1087, 'follow': 85}",5,77,0.01,5043,0.51,2887,0.57,1367,{},2156,0.43,1057,"{'process': 152, 'direction': 126}",6153,0.62,22,"{'a': 1611, 'both': 6, 'what': 19, 'that': 56, 'these': 189, 'each': 207, 'some': 74, 'all': 49, 'an': 228, 'this': 231, 'every': 205, 'another': 88, 'half': 4, 'such': 32, 'the': 3082, 'any': 25, 'those': 41}",1801,0.29,2309,0.38,405,0.07,415,0.07,1153,0.19,660,0.07,510,{},852,0.09,446,{},5609,0.56,733,"{'major': 79, 'big': 87, 'next': 612, 'few': 124, 'second': 86, 'important': 202, 'small': 108, 'final': 115, 'first': 1287}",6,0.00,5,"{'importance': 2, 'x': 1, 'function': 1, 'motion': 1, 'goal': 1}",417,0.04,1139,0.11,477,0.05,430,0.04,134,0.31,106,{'minutes': 17},81,0.19,67,{},147,0.01,127,0.01,3344,0.34,2129,0.64,130,0.04,1085,0.32,3404,0.34,2021,0.59,129,0.04,168,0.05,1085,0.32,1,0.00,3317,0.33,1,0.00,122,0.01,241,0.02
stick,1428,1148,0.80,164,0.11,116,0.08,0,0,163,0.11,1037,0.73,144,0.10,229,0.16,1055,0.74,10,0.01,653,0.46,202,0.31,121,0.19,86,0.13,51,0.08,68,0.10,117,0.18,68,0.10,117,0.18,191,0.29,104,{'be': 55},1,462,0.71,174,"{'be': 35, 'use': 31, 'make': 18}",3,6,0.01,787,0.55,589,0.75,449,{},198,0.25,146,{},800,0.56,13,"{'a': 401, 'all': 2, 'that': 8, 'this': 6, 'some': 4, 'an': 9, 'these': 3, 'every': 3, 'another': 4, 'each': 3, 'the': 355}",398,0.50,333,0.42,15,0.02,6,0.01,46,0.06,296,0.21,239,{},398,0.28,214,{},359,0.25,191,{'walking': 28},6,0.00,4,"{'shadow': 3, 'tip': 1, 'throw': 1, 'wick': 1}",104,0.07,28,0.02,32,0.02,98,0.07,26,0.27,25,{},23,0.23,22,{},5,0.00,9,0.01,426,0.30,404,0.95,2,0.00,20,0.05,478,0.33,403,0.84,2,0.00,52,0.11,20,0.04,1,0.00,462,0.32,1,0.00,16,0.01,13,0.01
