sent,Noun,Relevant Dependencies,Noun Tag,Negation,Verb Tag,Verb Subject,Verb Subject Lemma,Verb Object,Verb Object Lemma,Verb Negation,Prepositional Phrases,Prepositions,Prepositional Subjects,Prepositional Objects,Determiners,Determiner Type,Conjunctions,Conjoined,Compounds,Adjectival Modifiers,AdjType: Behavior,AdjType: Body,AdjType: Feeling,AdjType: Mind,AdjType: Miscellaneous,AdjType: Motion,AdjType: Perception,AdjType: Quantity,AdjType: Social,AdjType: Spatial,AdjType: Substance,AdjType: Temporal,AdjType: Weather,Possesed owned by noun,Possesive owner of noun,Numeric Modifiers,Adverbial Modifiers,Appositionals,Appositional Modifiers,Modified Appositives,Modality,Conditional,Denumerator,Type of Denumerator,Plurality of Noun,Bareness of Noun,Plurality of Verb,Allan Tests Passed,Countability,Verdicality
Standards of decency and justice then may have their own important roles to play in our practical judgments .,justice,"nmod:of(Standards-1, justice-5) conj:and(decency-3, justice-5) ",NN,,,,,,,,of Standards,of,standards,,,,and,decency,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,,,unknown,unknown
"<p> 
##4005392 Justice and the Marriage between Liberalism and Pluralism <p> PLURALISM with regard to the good , the broadest possible consensus with regard to justice -- such are the terms of the marriage between liberalism and pluralism as defined by leading academic liberals such as Rawls , Walzer , and Habermas .",justice,"case(justice-27, to-26) nmod:to(good-18, justice-27) ",NN,,,,,,,,to good,to,good,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,,,unknown,unknown
"In effect , they argue that living securely with deep and widespread disagreements about the best way to live requires a broad , if not very deep , agreement on liberal principles of justice .",justice,"case(justice-34, of-33) nmod:of(principles-32, justice-34) ",NN,,,,,,,,of principles,of,principles,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,,,unknown,unknown
"<p> There is , however , at least one obvious problem with this marriage : our disagreements about justice are often just as deep and intractable as our disagreements about the best way to live .",justice,"case(justice-19, about-18) nmod:about(disagreements-17, justice-19) ",NN,,,,,,,,about disagreements,about,disagreements,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,,,unknown,unknown
"As a result , contemporary liberal pluralists need to exercise considerable ingenuity to persuade us that a consensus about basic principles of justice lies somewhere beneath the disagreements of everyday life .",justice,"case(justice-23, of-22) nmod:of(principles-21, justice-23) ",NN,,,,,,,,of principles,of,principles,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,,,unknown,unknown
"As a result , their efforts to uncover our implicit consensus about justice lead to an infinite regress , an endless shuffle from the good to the just , the just to the rational , the rational to the communicable , the communicable to the shared culture , and so on .",justice,"case(justice-13, about-12) nmod:about(uncover-8, justice-13) ",NN,,,,,,,,about uncover,about,uncover,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,,,unknown,unknown
"But before accepting this conclusion , it is worth considering other ways of bringing liberalism and pluralism together , ways that do not demand that we start with a broad consensus on basic principles of justice .",justice,"case(justice-36, of-35) nmod:of(principles-34, justice-36) ",NN,,,,,,,,of principles,of,principles,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,,,unknown,unknown
"<p> In The Faces of Injustice , Shklar complains that almost all of our prominent theories of justice fail to give injustice its due .",justice,"case(justice-18, of-17) nmod:of(theories-16, justice-18) ",NN,,,,,,,,of theories,of,theories,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,,,unknown,unknown
"By treating injustice as the mere absence or negation of justice , rather than "" as an independent phenomenon in its own right , "" these theories obscure "" the full , complex , and enduring character of injustice as a social phenomenon "" ( Shklar , 1990 : 15 , 9 ) .",justice,"case(justice-11, of-10) nmod:of(absence-7, justice-11) ",NN,,,,,,,,of absence,of,absence,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,,,unknown,unknown
"Moreover , by treating injustice as a mere negation of justice , we are led , Shklar argues , to silence a large portion of the complaints made by individuals who think themselves victims of injustice .",justice,"case(justice-11, of-10) nmod:of(negation-9, justice-11) ",NN,,,,,,,,of negation,of,negation,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,,,unknown,unknown
"But unlike the more familiar and influential versions of liberal pluralism , Shklar 's pluralism covers conceptions of justice and injustice , as well as conceptions of good and evil .",justice,"case(justice-19, of-18) cc(justice-19, and-20) conj:and(justice-19, injustice-21) nmod:of(conceptions-17, justice-19) ",NN,,,,,,,,of conceptions,of,conceptions,,,,and,injustice,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,,,unknown,unknown
"According to Shklar , we have as much to learn about justice from a plurality of competing perspectives as we do about the good life .",justice,"advmod(justice-12, about-11) dobj(learn-10, justice-12) ",NN,,VB,,,learn,learn,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,about,,,,,,,,singular,bare singular,ambiguous,,unknown,unknown
"As a result , liberal pluralists ' strenuous search for consensus about basic principles of justice threatens one of pluralism 's most important benefits , i.e.",justice,"case(justice-16, of-15) nmod:of(principles-14, justice-16) ",NN,,,,,,,,of principles,of,principles,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,,,unknown,unknown
"As a result , liberal pluralists ' emphasis on consensus about basic principles of justice undermines one of liberalism 's most important goals : protection from cruel and arbitrary exercise of coercive authority .",justice,"case(justice-15, of-14) nmod:of(principles-13, justice-15) ",NN,,,,,,,,of principles,of,principles,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,,,unknown,unknown
"How can injustice represent something more than the absence or violation of justice when the very term , in-justice , suggests the negation of something just ?",justice,"case(justice-13, of-12) nmod:of(absence-9, justice-13) ",NN,,,,,,,,of absence,of,absence,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,,,unknown,unknown
Shklar says a great deal about the range of human experience that we miss when we treat injustice as mere absence of justice .,justice,"case(justice-23, of-22) nmod:of(absence-21, justice-23) ",NN,,,,,,,,of absence,of,absence,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,,,unknown,unknown
"Thus , she leaves herself open to the criticism that all she has done is point to a broader notion of justice for injustice to violate ( Nussbaum , 1990 : 30-32 ) , which merely brings us back by a roundabout route to the search for a common and stable liberal vision of justice .",justice,"case(justice-22, of-21) nmod:for(justice-22, injustice-24) nmod:of(notion-20, justice-22) ",NN,,,,,,,,"for injustice, of notion","for, of",notion,injustice,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,,,unknown,unknown
"Thus , she leaves herself open to the criticism that all she has done is point to a broader notion of justice for injustice to violate ( Nussbaum , 1990 : 30-32 ) , which merely brings us back by a roundabout route to the search for a common and stable liberal vision of justice .",justice,"case(justice-55, of-54) nmod:of(vision-53, justice-55) ",NN,,,,,,,,of vision,of,vision,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,,,unknown,unknown
"Indeed , by downplaying the broader implications of her critique of the normal model of justice , Shklar makes her emphasis on injustice look like little more than another of her reminders to pay closer attention to the negative side of human behavior ( see Benhabib , Dunn , Walzer , 1996 , and Yack , 1996 ) .",justice,"case(justice-16, of-15) nmod:of(model-14, justice-16) ",NN,,,,,,,,of model,of,model,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,,,unknown,unknown
"This third way of putting injustice first , which involves the asymmetry of justice and injustice , is also , to my mind , the most interesting and original way of talking about injustice as an independent phenomenon in its own right .",justice,"case(justice-14, of-13) cc(justice-14, and-15) conj:and(justice-14, injustice-16) nmod:of(asymmetry-12, justice-14) ",NN,,,,,,,,of asymmetry,of,asymmetry,,,,and,injustice,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,,,unknown,unknown
"Injustice as a Via Negativa <p> Putting injustice ahead of justice could , to begin with , require little more than acknowledging the broader and more intense role that injustice plays in our moral sentiments .",justice,"advmod(justice-11, ahead-9) case(justice-11, of-10) nmod:of(injustice-8, justice-11) ",NN,,,,,,,,of injustice,of,injustice,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,ahead,,,,,,,,singular,bare singular,,,unknown,unknown
"( n3 ) After all , it is hard to get worked up about the innumerable acts of justice that we encounter everyday -- the return of correct change or waiting one 's turn in line at the bus stop , for instance .",justice,"case(justice-19, of-18) nmod:of(acts-17, justice-19) ",NN,,,,,,,,of acts,of,acts,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,,,unknown,unknown
It is first in our everyday experience of moral sentiments and it surpasses justice by far in its intensity and hold on our interest .,justice,"dobj(surpasses-13, justice-14) ",NN,,VBZ,,,surpasses,surpass,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,singular,,unknown,unknown
"<p> For some theorists the greater intensity of our feelings about injustice provides us with a way of identifying our otherwise hidden intuitions about justice ( Cahn , 1949 ; Lucas , 1980 ) .",justice,"case(justice-25, about-24) dep(justice-25, Cahn-27) nmod:about(identifying-19, justice-25) ",NN,,,,,,,,about identifying,about,identifying,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,,,unknown,unknown
"If we get upset about being treated differently from someone who brings the same qualities and qualifications to a situation , then justice must have something to do with equality , with treating like cases alike .",justice,"advmod(justice-23, then-22) nsubj(have-25, justice-23) ",NN,,VB,have,have,,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,then,,,,,,,,singular,bare singular,ambiguous,,unknown,unknown
"If we become indignant when we are ignored by someone whom we have gone out of our way to help , then justice must have something to do with reciprocity .",justice,"advmod(justice-23, then-22) nsubj(have-25, justice-23) ",NN,,VBP,have,have,,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,then,,,,,,,,singular,bare singular,plural,EX-PL,countable,unknown
"<p> Injustice , for these theorists , provides an indirect route , a via negativa , to identifying the content of justice .",justice,"case(justice-22, of-21) nmod:of(content-20, justice-22) ",NN,,,,,,,,of content,of,content,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,,,unknown,unknown
"Start with injustice , they say , if you want to understand by justice .",justice,"case(justice-14, by-13) nmod:by(understand-12, justice-14) ",NN,,,,,,,,by understand,by,understand,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,,,unknown,unknown
"Logically , however , justice still has priority over injustice in their thinking ( Wohlgast , 1987 : 132n11 ) .",justice,"nsubj(has-7, justice-5) ",NN,,VBZ,has,have,,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,singular,,unknown,unknown
For they still treat injustice as nothing but the absence or violation of justice .,justice,"case(justice-14, of-13) nmod:of(absence-10, justice-14) ",NN,,,,,,,,of absence,of,absence,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,,,unknown,unknown
"From this point of view , it would be injustice that would be fundamental , while justice would represent a reaction to injustice .",justice,"nsubj(represent-19, justice-17) ",NN,,VB,represent,represent,,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,ambiguous,,unknown,unknown
"Adding justice , the third principal good favored by most liberals , to that list of negatively defined goods might seem to fit in very well with the general reluctance of liberal theorists to come up with positive visions of the good.",justice,"dobj(Adding-1, justice-2) ",NN,,VBG,,,Adding,adding,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,ambiguous,,unknown,unknown
( n5 ) <p> Shklar herself does not develop this view of the relationship between justice and injustice .,justice,"case(justice-16, between-15) cc(justice-16, and-17) conj:and(justice-16, injustice-18) nmod:between(relationship-14, justice-16) ",NN,,,,,,,,between relationship,between,relationship,,,,and,injustice,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,,,unknown,unknown
"Wohlgast suggests that when we treat injustice as the mere violation or absence of justice , we are assuming that there must be , at least in the imagination , a just order of things that is disturbed by the acts we call unjust .",justice,"case(justice-15, of-14) nmod:of(violation-11, justice-15) ",NN,,,,,,,,of violation,of,violation,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,,,unknown,unknown
"<p> The weakness of this way of looking at justice and injustice , Wohlgast argues , becomes especially striking when we think about our attempts to restore this antecedent just order by means of punishing acts of injustice .",justice,"case(justice-10, at-9) cc(justice-10, and-11) conj:and(justice-10, injustice-12) nmod:at(looking-8, justice-10) ",NN,,,,,,,,at looking,at,looking,,,,and,injustice,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,,,unknown,unknown
"The metaphor of justice as the return of things "" to their original equitable state "" clearly fails at this point .",justice,"case(justice-4, of-3) nmod:as(justice-4, return-7) nmod:of(metaphor-2, justice-4) ",NN,,,,,,,,"as return, of metaphor","as, of",metaphor,return,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,,,unknown,unknown
"Even with lesser crimes , crimes that involve monetary loss rather than physical pain or death , the claims of justice to restore an antecedent order of things ring hollow .",justice,"case(justice-21, of-20) acl(justice-21, restore-23) nmod:of(claims-19, justice-21) ",NN,,,,,,,,of claims,of,claims,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,,,unknown,unknown
