sent,Noun,Relevant Dependencies,Noun Tag,Negation,Verb Tag,Verb Subject,Verb Subject Lemma,Verb Object,Verb Object Lemma,Verb Negation,Prepositional Phrases,Prepositions,Prepositional Subjects,Prepositional Objects,Determiners,Conjunctions,Conjoined,Compounds,Adjectival Modifiers,Possesed owned by noun,Possesive owner of noun,Numeric Modifiers,Adverbial Modifiers,Appositionals,Appositional Modifiers,Modified Appositives,Modality,Conditional,Denumerator,Type of Denumerator,Plurality of Noun,Plurality of Verb,Allan Tests Passed,Countability,Verdicality
<p> One key issue involved AIBS use of NSF grants to finance the film series without seeking permission from the funding agency .,key,"compound(issue-4, key-3) ",NN,,VBZ,AIBS,aibs,,,,,,,,,,,issue,,,,,,,,,,,,,singular,singular,[],unknown,unknown
##4014765 Living collections for biodiversity conservation <p> Biological diversity is the key to maintaining life as we know it ( Wilson 1992 ) .,key,"nsubj(key-13, diversity-10) cop(key-13, is-11) det(key-13, the-12) acl(key-13, maintaining-15) appos(key-13, Wilson-22) ccomp(<p>-8, key-13) ",NN,,VBZ,,,is,be,,,,,,the,,,,,,,,,"modified, wilson",,wilson,,,,,singular,singular,[],unknown,unknown
"Discussion <p> Experts agree that timely , high-quality information is a key to hospital success .",key,"mark(key-12, that-5) nsubj(key-12, information-9) cop(key-12, is-10) det(key-12, a-11) nmod:to(key-12, success-15) ccomp(agree-4, key-12) ",NN,,VBZ,,,is,be,,to success,to,,success,a,,,,,,,,,,,,,that,a,unit,singular,singular,['A+N'],countable,nonverdical
<p> The key will be showing that the leafhoppers can transmit the BLO to plants and not just carry the microbe in their gut -- the incriminating evidence so far .,key,"det(key-3, The-2) nsubj(showing-6, key-3) ",NN,,MD,will,will,,,,,,,,the,,,,,,,,,,,,,,,,singular,ambiguous,[],unknown,unknown
"<p> Tollefson says the key to this program is to see if the private sector can run it . """,key,"det(key-5, the-4) nmod:to(key-5, program-8) nsubj(is-9, key-5) nsubj(see-11, key-5) ",NN,,,,,,,,to program,to,,program,the,,,,,,,,,,,,,,,,singular,,[],unknown,unknown
<p> But the key was getting the diet to mimic the actual texture of natural prey .,key,"det(key-4, the-3) nsubj(getting-6, key-4) ",NN,,VBD,was,be,,,,,,,,the,,,,,,,,,,,,,,,,singular,ambiguous,[],unknown,unknown
<p> The key to developing the new diets was obtaining a thorough understanding about how these and most other predatory arthropods actually eat their natural prey .,key,"det(key-3, The-2) acl(key-3, developing-5) dobj(<p>-1, key-3) ",NN,,,,,,,,,,,,the,,,,,,,,,,,,,,,,singular,,[],unknown,unknown
"The key , continues Plews , is communication . """,key,"det(key-2, The-1) dep(key-2, continues-4) nsubj(communication-8, key-2) ",NN,,VBZ,is,be,,,,,,,,the,,,,,,,,,,,,,,,,singular,singular,[],unknown,unknown
"A key to the garden 's success as a promotional and educational tool for composting is the ongoing floral , vegetable , fruit and herb trials conducted seasonally .",key,"det(key-2, A-1) nmod:to(key-2, success-7) nsubj(floral-19, key-2) ",NN,,VBZ,is,be,,,,to success,to,,success,a,,,,,,,,,,,,,,,,singular,singular,[],unknown,unknown
"<p> PHOTO ( BLACK &; WHITE ) : A key to the success of a composting demonstration garden in Conroe is the ongoing floral , vegetable , fruit and herb trials conducted seasonally .",key,"det(key-11, A-10) nmod:to(key-11, success-14) acl:relcl(key-11, floral-25) acl:relcl(key-11, vegetable-27) acl:relcl(key-11, fruit-29) acl:relcl(key-11, herb-31) dep(PHOTO-2, key-11) ",NN,,,,,,,,to success,to,,success,a,,,,,,,,,,,,,,,,singular,,[],unknown,unknown
The liners are really the key to the program .,key,"nsubj(key-6, liners-2) cop(key-6, are-3) advmod(key-6, really-4) det(key-6, the-5) nmod:to(key-6, program-9) root(ROOT-0, key-6) ",NN,,VBP,,,are,be,,to program,to,,program,the,,,,,,,,really,,,,,,,,singular,plural,['EX-PL'],countable,unknown
"Method <p> Site <p> The Bay Islands lie in the western Caribbean Sea about 40 km north of the Honduran mainland and comprise three major islands , Roatan ( 12,740ha ) , Guanaja ( 5,616ha ) , and Utila ( 4,160ha ) , and 70 smaller islands and keys .",keys,"conj:and(islands-26, keys-52) conj:and(islands-50, keys-52) ",NNS,,,,,,,,,,,,,"and, and","islands, islands",,,,,,,,,,,,,,plural,,[],unknown,unknown
This program does not use function keys .,keys,"compound(keys-7, function-6) dobj(use-5, keys-7) ",NNS,,VB,,,use,use,not,,,,,,,,function,,,,,,,,,,,,,plural,ambiguous,[],unknown,verdical
"<p> Function keys include help , limits , file save , file load , print , run , erase , delete , next , and quit .",keys,"compound(keys-3, <p>-1) compound(keys-3, Function-2) nsubj(include-4, keys-3) ",NNS,,VBP,include,include,,,,,,,,,,,function,,,,,,,,,,,,,plural,plural,[],unknown,unknown
Protecting juveniles inshore is thus the key to producing large shrimp yields like that of the 1993 closed season .,key,"nsubj(key-7, juveniles-2) advmod(key-7, inshore-3) cop(key-7, is-4) advmod(key-7, thus-5) det(key-7, the-6) acl(key-7, producing-9) root(ROOT-0, key-7) ",NN,,VBZ,,,is,be,,,,,,the,,,,,,,,"inshore, thus",,,,,,,,singular,singular,[],unknown,unknown
"The interface unit features soft-key , menu-driven software , an 8-inch color LCD display and hard keys for common operations .",keys,"amod(keys-17, hard-16) dobj(features-4, keys-17) conj:and(software-8, keys-17) ",NNS,,VBZ,,,features,feature,,,,,,,and,software,,hard,,,,,,,,,,,,plural,singular,[],unknown,unknown
"The key is that management needs to find a balance that minimizes information , while maximizing the ability to make prudent decisions .",key,"det(key-2, The-1) nsubj(is-3, key-2) ",NN,,VBZ,is,be,,,,,,,,the,,,,,,,,,,,,,,,,singular,singular,[],unknown,unknown
"AMR Enables Reengineering Customer Service <p> The key to analyzing whether AMR is appropriate and building the business case for it is to take a systems approach to customer service , as shown in Figure 3 .",key,"det(key-8, The-7) dobj(<p>-6, key-8) ",NN,,,,,,,,,,,,the,,,,,,,,,,,,,,,,singular,,[],unknown,unknown
"Workshop Co-Sponsors U.S. Department of Energy 's Motor Challenge Program <p> The Motor Challenge is a joint effort by the U.S. Department of Energy ( DOE ) , industry , motor systems equipment and manufacturers and distributors , and other key stakeholders to put information about energy efficient motor system technology in the hands of people who can use it .",key,"amod(key-41, other-40) nsubj(stakeholders-42, key-41) nsubj(put-44, key-41) ",NN,,VBZ,stakeholders,stakeholders,,,,,,,,,,,,other,,,,,,,,,,,,singular,singular,[],unknown,unknown
"<p> There are several line-fetch commands ; they specify whether the line is requested for a fetch or store operation ( LF-DFETCH or LF-DSTORE ) , an instruction fetch ( LF-IFETCH ) , or the key from the key storage is requested together with the data ( LFK ) .",key,"det(key-36, the-35) nmod:from(key-36, storage-40) nmod:for(requested-14, key-36) conj:or(operation-20, key-36) ",NN,,,,,,,,"from storage, for requested","from, for",requested,storage,the,or,operation,,,,,,,,,,,,,,singular,,[],unknown,unknown
"Both are kept in a four-way set-associative TLB with 64 entries in each set , together with the S/390 storage key and protection information .",key,"case(key-21, with-17) det(key-21, the-18) compound(key-21, S/390-19) compound(key-21, storage-20) cc(key-21, and-22) conj:and(key-21, information-24) nmod:with(kept-3, key-21) ",NN,,,,,,,,with kept,with,kept,,the,and,information,storage,,,,,,,,,,,,,singular,,[],unknown,unknown
"The S/390 storage key protection also resides on the memory card , with all the necessary logic .",key,"compound(protection-5, key-4) ",NN,,VBZ,resides,reside,,,,,,,,,,,protection,,,,,,,,,,,,,singular,singular,[],unknown,unknown
<p> Key store <p> The S/390 architecture requires a storage-protection mechanism which ensures that only those elements of the system which have a correct access key can obtain access to storage locations .,key,"det(key-26, a-23) amod(key-26, correct-24) compound(key-26, access-25) dobj(have-22, key-26) ",NN,,VBP,,,have,have,,,,,,a,,,access,correct,,,,,,,,,,a,unit,singular,plural,"['A+N', 'EX-PL']",countable,unknown
The STC compares the access key of a requestor with the key stored on the card and permits or denies the alteration of the storage location .,key,"det(key-6, the-4) compound(key-6, access-5) nmod:of(key-6, requestor-9) dobj(compares-3, key-6) ",NN,,VBZ,,,compares,compare,,of requestor,of,,requestor,the,,,access,,,,,,,,,,,,,singular,singular,[],unknown,unknown
The STC compares the access key of a requestor with the key stored on the card and permits or denies the alteration of the storage location .,key,"case(key-12, with-10) det(key-12, the-11) acl(key-12, stored-13) nmod:with(requestor-9, key-12) ",NN,,,,,,,,with requestor,with,requestor,,the,,,,,,,,,,,,,,,,singular,,[],unknown,unknown
"It examines the byte address and the access key , initiates the prefetch of the line , merges the data , and stores the changed line back to the memory .",key,"det(key-9, the-7) compound(key-9, access-8) dobj(examines-2, key-9) conj:and(address-5, key-9) ",NN,,VBZ,,,examines,examine,,,,,,the,and,address,access,,,,,,,,,,,,,singular,singular,[],unknown,unknown
Let me conclude with the suggestion that a key to the autonomy of legal reasoning and a key to social stability in a pluralistic society lies in the phenomenon of incompletely theorized agreements .,key,"det(key-9, a-8) nmod:to(key-9, autonomy-12) nmod:to(key-9, stability-21) nsubj(lies-26, key-9) ",NN,,VBZ,lies,lie,,,,"to autonomy, to stability","to, to",,"autonomy, stability",a,,,,,,,,,,,,,,a,unit,singular,singular,['A+N'],countable,unknown
"According to Burke 's most thorough , inspired and exciting latter-day expounder , the late , great Russell Kirk , Burke believed that any serious government worth the name ought to embrace a very few key principles.",key,"compound(principles-37, key-36) ",NN,,VB,,,embrace,embrace,,,,,,,,,principles,,,,,,,,,,,,,singular,ambiguous,[],unknown,unknown
695 ( 1997 ) ( suggesting that the Framers ' concern about the president 's thirst for fame is the key to understanding the war powers provisions ) .,key,"mark(key-21, that-7) nsubj(key-21, concern-11) cop(key-21, is-19) det(key-21, the-20) acl(key-21, understanding-23) ccomp(suggesting-6, key-21) ",NN,,VBZ,,,is,be,,,,,,the,,,,,,,,,,,,,that,,,singular,singular,[],unknown,nonverdical
The educational system is one key to producing ecosystem-literate citizens .,key,"nsubj(key-6, system-3) cop(key-6, is-4) nummod(key-6, one-5) acl(key-6, producing-8) root(ROOT-0, key-6) ",NN,,VBZ,,,is,be,,,,,,,,,,,,,one,,,,,,,one,unit,singular,singular,['A+N'],countable,unknown
"</P> So I tell Beverly I forgot something , reach into my pocket for the keys while walking back toward the house , open the door , say hello to the cats and look around the upstairs as if I had never been there before .",keys,"case(keys-16, for-14) det(keys-16, the-15) nmod:for(pocket-13, keys-16) ",NNS,,,,,,,,for pocket,for,pocket,,the,,,,,,,,,,,,,,,,plural,,[],unknown,unknown
"So I open the car door , get the keys out while I walk , repeating over and over "" book bag , book bag . """,keys,"det(keys-10, the-9) dobj(get-8, keys-10) ",NNS,,VB,,,get,get,,,,,,the,,,,,,,,,,,,,,,,plural,ambiguous,[],unknown,unknown
"</P> </P> </P> By MICHAEL J. MORAN </P> Publications chair , ASME Advanced Energy Systems Division Professor of mechanical engineering , Ohio State University in Columbus </P> 
##4021794 Although physicists and biologists have dominated the debate over the origins and evolution of nature , engineers may hold the key that will bridge the gaps between these and other fields as well as answer such fundamental questions with authority .",key,"det(key-50, the-49) ref(key-50, that-51) acl:relcl(key-50, bridge-53) acl:relcl(key-50, answer-64) dobj(hold-48, key-50) nsubj(bridge-53, key-50) nsubj(answer-64, key-50) ",NN,,VB,bridge,bridge,,,,,,,,the,,,,,,,,,,,,,,,,singular,ambiguous,[],unknown,unknown
</P> Go directly to the products you are most interested in by using the color key to the left .,key,"det(key-16, the-14) amod(key-16, color-15) dobj(using-13, key-16) ",NN,,VBG,,,using,use,,,,,,the,,,,color,,,,,,,,,,,,singular,ambiguous,[],unknown,unknown
"</P> "" That 's one of the keys to leveraging PDM on an enterprise level . """,keys,"case(keys-8, of-6) det(keys-8, the-7) acl(keys-8, leveraging-10) nmod:of(one-5, keys-8) ",NNS,,,,,,,,of one,of,one,,the,,,,,,,,,,,,,,,,plural,,[],unknown,unknown
"That 's one of the keys to ensuring that virtual products really do function as they should in the real world . """,keys,"case(keys-6, of-4) det(keys-6, the-5) acl(keys-6, ensuring-8) nmod:of(one-3, keys-6) ",NNS,,,,,,,,of one,of,one,,the,,,,,,,,,,,,,,,,plural,,[],unknown,unknown
"The participants specifically liked the options menu , the availability of function keys for specific information , the ability to bypass or repeat messages , and the keypad 's similarity to the telephone keypad .",keys,"case(keys-13, of-11) compound(keys-13, function-12) nmod:for(keys-13, information-16) nmod:of(availability-10, keys-13) ",NNS,,,,,,,,"for information, of availability","for, of",availability,information,,,,function,,,,,,,,,,,,,plural,,[],unknown,unknown
"Greater contrast between the keypad markings and the keys themselves , as well as task-focused illumination on the key pad , probably can improve the comfort level for TDDS users with low vision .",keys,"det(keys-9, the-8) nmod:between(contrast-2, keys-9) conj:and(markings-6, keys-9) ",NNS,,,,,,,,between contrast,between,contrast,,the,and,markings,,,,,,,,,,,,,,plural,,[],unknown,unknown
"There is also a ToggleKeys option , which enables users to hear tones when the Caps Lock , Num Lock , or Scroll Lock keys are pressed .",keys,"compound(keys-25, Scroll-23) compound(keys-25, Lock-24) conj:or(Lock-17, keys-25) nsubjpass(pressed-27, keys-25) ",NNS,,VBN,pressed,press,,,,,,,,,or,lock,"scroll, lock",,,,,,,,,,,,,plural,ambiguous,[],unknown,unknown
"When the control key is pressed , a shrinking circle appears around the mouse pointer , highlighting its location .",key,"det(key-4, the-2) compound(key-4, control-3) nsubjpass(pressed-6, key-4) ",NN,,VBN,pressed,press,,,,,,,,the,,,control,,,,,,,,,,,,,singular,ambiguous,[],unknown,unknown
"Nonstandard , unfriendly programs , such as Microsoft 's Encarta Encyclopedia , sometimes fail to allow the use of arrow keys .",keys,"case(keys-21, of-19) compound(keys-21, arrow-20) nmod:of(use-18, keys-21) ",NNS,,,,,,,,of use,of,use,,,,,arrow,,,,,,,,,,,,,plural,,[],unknown,unknown
"Worse yet , some programs take control of the keyboard and do not allow even the use of the synthetic speech program 's keys , meaning that the user is not able to review the screen or use the synthetic speech program 's mouse-movement keys .",keys,"case(keys-24, of-18) nmod:poss(keys-24, program-22) nmod:of(use-17, keys-24) ",NNS,,,,,,,,of use,of,use,,,,,,,,program,,,,,,,,,,plural,,[],unknown,unknown
"Worse yet , some programs take control of the keyboard and do not allow even the use of the synthetic speech program 's keys , meaning that the user is not able to review the screen or use the synthetic speech program 's mouse-movement keys .",keys,"nmod:poss(keys-45, program-42) amod(keys-45, mouse-movement-44) dobj(use-38, keys-45) ",NNS,,NN,,,use,use,,,,,,,,,,,,program,,,,,,,,,,plural,ambiguous,[],unknown,unknown
"Developers have added more keys and key commands to their programs and have incorporated new approaches to difficult problems , such as monitoring two portions of the screen at once or reviewing the screen without causing it to change by doing so .",keys,"amod(keys-5, more-4) cc(keys-5, and-6) conj:and(keys-5, commands-8) dobj(added-3, keys-5) ",NNS,,VBN,,,added,add,,,,,,,and,commands,,more,,,,,,,,,,,,plural,ambiguous,[],unknown,unknown
